0,1,2,3,4,5,6,7,8,9,10,11,12
AKAM201023C00101000,2020-09-21,12:08AM,EDT,101.00,9.50,0.00,0.00,0.00,-,-,0,0.00%
AKAM201023C00105000,2020-09-09,10:01AM,EDT,105.00,6.90,0.00,0.00,0.00,-,2,0,0.00%
AKAM201023C00107000,2020-09-11,3:12PM,EDT,107.00,4.80,0.00,0.00,0.00,-,10,0,0.00%
AKAM201023C00109000,2020-09-21,12:08PM,EDT,109.00,5.09,0.00,0.00,0.00,-,1,0,0.00%
AKAM201023C00112000,2020-09-22,3:33PM,EDT,112.00,4.70,0.00,0.00,0.00,-,2,0,0.00%
AKAM201023C00113000,2020-09-16,12:08PM,EDT,113.00,2.76,0.00,0.00,0.00,-,4,0,0.20%
AKAM201023C00114000,2020-09-04,2:47PM,EDT,114.00,4.20,0.00,0.00,0.00,-,2,0,0.78%
AKAM201023C00115000,2020-09-14,1:19PM,EDT,115.00,2.11,0.00,0.00,0.00,-,8,0,1.56%
AKAM201023C00116000,2020-09-10,10:46AM,EDT,116.00,2.70,0.00,0.00,0.00,-,-,0,3.13%
AKAM201023C00117000,2020-09-21,12:08AM,EDT,117.00,1.67,0.00,0.00,0.00,-,-,0,3.13%
AKAM201023C00120000,2020-09-22,12:53PM,EDT,120.00,1.45,0.00,0.00,0.00,-,52,0,6.25%
