0,1,2,3,4,5,6,7,8,9,10,11,12
AKAM200925P00090000,2020-08-24,12:21PM,EDT,90.00,0.75,0.00,0.00,0.00,-,-,0,50.00%
AKAM200925P00095000,2020-09-17,3:45PM,EDT,95.00,0.38,0.00,0.00,0.00,-,1,0,50.00%
AKAM200925P00097000,2020-09-14,3:21PM,EDT,97.00,0.32,0.00,0.00,0.00,-,10,0,50.00%
AKAM200925P00098000,2020-09-10,2:28PM,EDT,98.00,0.75,0.00,0.00,0.00,-,-,0,25.00%
AKAM200925P00099000,2020-09-15,3:20PM,EDT,99.00,0.18,0.00,0.00,0.00,-,20,0,25.00%
AKAM200925P00100000,2020-09-17,12:16PM,EDT,100.00,0.20,0.00,0.00,0.00,-,20,0,25.00%
AKAM200925P00101000,2020-09-10,3:58PM,EDT,101.00,1.25,0.00,0.00,0.00,-,1,0,25.00%
AKAM200925P00102000,2020-09-18,1:29PM,EDT,102.00,0.55,0.00,0.00,0.00,-,12,0,25.00%
AKAM200925P00103000,2020-09-18,3:51PM,EDT,103.00,0.20,0.00,0.00,0.00,-,2,0,25.00%
AKAM200925P00104000,2020-09-21,2:41PM,EDT,104.00,0.45,0.00,0.00,0.00,-,2,0,25.00%
AKAM200925P00105000,2020-09-22,12:06PM,EDT,105.00,0.15,0.00,0.00,0.00,-,2,0,25.00%
AKAM200925P00106000,2020-09-22,9:56AM,EDT,106.00,0.46,0.00,0.00,0.00,-,1,0,12.50%
AKAM200925P00107000,2020-09-22,3:36PM,EDT,107.00,0.15,0.00,0.00,0.00,-,3,0,12.50%
AKAM200925P00108000,2020-09-22,3:33PM,EDT,108.00,0.25,0.00,0.00,0.00,-,7,0,12.50%
AKAM200925P00109000,2020-09-22,3:43PM,EDT,109.00,0.30,0.00,0.00,0.00,-,117,0,12.50%
AKAM200925P00110000,2020-09-22,12:46PM,EDT,110.00,0.75,0.00,0.00,0.00,-,9,0,6.25%
AKAM200925P00111000,2020-09-22,3:53PM,EDT,111.00,0.75,0.00,0.00,0.00,-,26,0,6.25%
AKAM200925P00112000,2020-09-03,11:18AM,EDT,112.00,3.00,0.00,0.00,0.00,-,6,0,3.13%
AKAM200925P00113000,2020-09-03,11:08AM,EDT,113.00,1.55,0.00,0.00,0.00,-,2,0,0.00%
AKAM200925P00114000,2020-09-14,10:19AM,EDT,114.00,6.18,0.00,0.00,0.00,-,1,0,0.00%
AKAM200925P00115000,2020-09-09,2:51PM,EDT,115.00,4.19,0.00,0.00,0.00,-,1,0,0.00%
AKAM200925P00116000,2020-08-31,3:38PM,EDT,116.00,3.70,0.00,0.00,0.00,-,12,0,0.00%
AKAM200925P00117000,2020-08-28,2:01PM,EDT,117.00,4.10,0.00,0.00,0.00,-,11,0,0.00%
AKAM200925P00118000,2020-09-02,3:33PM,EDT,118.00,3.30,0.00,0.00,0.00,-,5,0,0.00%
AKAM200925P00119000,2020-09-11,1:19PM,EDT,119.00,13.70,0.00,0.00,0.00,-,10,0,0.00%
