0,1,2,3,4,5,6,7,8,9,10,11,12
MMM210115C00065000,2020-07-09,8:19PM,EDT,65.00,84.55,93.30,94.25,0.00,-,-,0,0.00%
MMM210115C00075000,2020-08-20,3:33PM,EDT,75.00,88.10,93.35,96.30,0.00,-,10,0,142.62%
MMM210115C00080000,2020-08-20,3:39PM,EDT,80.00,83.40,88.35,91.35,0.00,-,17,0,133.13%
MMM210115C00085000,2020-08-20,3:08PM,EDT,85.00,78.25,83.30,86.45,0.00,-,4,1,124.27%
MMM210115C00090000,2020-08-20,3:10PM,EDT,90.00,73.26,78.25,81.45,0.00,-,13,0,115.65%
MMM210115C00095000,2020-08-20,1:50PM,EDT,95.00,68.35,73.35,76.50,0.00,-,25,0,108.06%
MMM210115C00100000,2020-09-21,2:25PM,EDT,100.00,60.60,0.00,0.00,0.00,-,1,0,0.00%
MMM210115C00105000,2020-09-09,2:00PM,EDT,105.00,62.39,0.00,0.00,0.00,-,3,0,0.00%
MMM210115C00110000,2020-09-18,9:35AM,EDT,110.00,62.40,0.00,0.00,0.00,-,1,0,0.00%
MMM210115C00115000,2020-09-15,12:26PM,EDT,115.00,51.77,0.00,0.00,0.00,-,1,0,0.00%
MMM210115C00120000,2020-09-16,1:01PM,EDT,120.00,50.00,0.00,0.00,0.00,-,8,0,0.00%
MMM210115C00125000,2020-09-09,9:47AM,EDT,125.00,42.00,0.00,0.00,0.00,-,2,0,0.00%
MMM210115C00130000,2020-09-16,2:24PM,EDT,130.00,41.00,0.00,0.00,0.00,-,6,0,0.00%
MMM210115C00135000,2020-09-17,2:02PM,EDT,135.00,38.46,0.00,0.00,0.00,-,2,0,0.00%
MMM210115C00140000,2020-09-22,11:02AM,EDT,140.00,24.60,0.00,0.00,0.00,-,5,0,0.00%
MMM210115C00145000,2020-09-14,12:05PM,EDT,145.00,25.91,0.00,0.00,0.00,-,6,0,0.00%
MMM210115C00150000,2020-09-21,2:42PM,EDT,150.00,16.32,0.00,0.00,0.00,-,6,0,0.00%
MMM210115C00155000,2020-09-21,11:18AM,EDT,155.00,13.15,0.00,0.00,0.00,-,1,0,0.00%
MMM210115C00160000,2020-09-22,3:44PM,EDT,160.00,11.65,0.00,0.00,0.00,-,6,0,0.00%
MMM210115C00165000,2020-09-22,2:23PM,EDT,165.00,8.90,0.00,0.00,0.00,-,57,0,0.78%
MMM210115C00170000,2020-09-22,12:08PM,EDT,170.00,6.75,0.00,0.00,0.00,-,421,0,1.56%
MMM210115C00175000,2020-09-22,10:40AM,EDT,175.00,5.05,0.00,0.00,0.00,-,40,0,3.13%
MMM210115C00180000,2020-09-22,3:51PM,EDT,180.00,3.70,0.00,0.00,0.00,-,39,0,3.13%
MMM210115C00185000,2020-09-22,10:21AM,EDT,185.00,2.82,0.00,0.00,0.00,-,4,0,6.25%
MMM210115C00190000,2020-09-22,2:01PM,EDT,190.00,1.90,0.00,0.00,0.00,-,2,0,6.25%
MMM210115C00195000,2020-09-21,2:19PM,EDT,195.00,1.22,0.00,0.00,0.00,-,16,0,6.25%
MMM210115C00200000,2020-09-22,1:19PM,EDT,200.00,0.88,0.00,0.00,0.00,-,5,0,6.25%
MMM210115C00210000,2020-09-22,3:43PM,EDT,210.00,0.43,0.00,0.00,0.00,-,3,0,12.50%
MMM210115C00220000,2020-09-21,9:36AM,EDT,220.00,0.30,0.00,0.00,0.00,-,1,0,12.50%
MMM210115C00230000,2020-09-18,9:36AM,EDT,230.00,0.19,0.00,0.00,0.00,-,5,0,12.50%
MMM210115C00240000,2020-09-18,11:46AM,EDT,240.00,0.10,0.00,0.00,0.00,-,38,0,12.50%
MMM210115C00250000,2020-09-22,3:49PM,EDT,250.00,0.07,0.00,0.00,0.00,-,5,0,12.50%
MMM210115C00260000,2020-09-21,10:40AM,EDT,260.00,0.04,0.00,0.00,0.00,-,18,0,12.50%
MMM210115C00270000,2020-07-27,9:30AM,EDT,270.00,0.07,0.01,0.05,0.00,-,1,274,34.18%
MMM210115C00280000,2020-08-17,11:30AM,EDT,280.00,0.03,0.00,0.11,0.00,-,3,0,39.65%
MMM210115C00290000,2020-08-28,1:56PM,EDT,290.00,0.01,0.00,0.00,0.00,-,10,0,25.00%
MMM210115C00300000,2020-09-02,2:04PM,EDT,300.00,0.02,0.00,0.00,0.00,-,65,0,25.00%
MMM210115C00310000,2020-09-03,10:47AM,EDT,310.00,0.01,0.00,0.00,0.00,-,11,0,25.00%
MMM210115C00320000,2020-09-21,12:10PM,EDT,320.00,0.02,0.00,0.00,0.00,-,1,0,25.00%
