0,1,2,3,4,5,6,7,8,9,10,11,12
AVGO201016P00090000,2020-07-17,1:46PM,EDT,90.00,0.15,0.00,0.25,0.00,-,10,35,206.64%
AVGO201016P00095000,2020-07-09,8:11PM,EDT,95.00,1.90,0.45,0.30,0.00,-,-,2,226.17%
AVGO201016P00105000,2020-06-22,3:50PM,EDT,105.00,0.10,0.00,0.25,0.00,-,1,2,184.38%
AVGO201016P00110000,2020-07-09,8:11PM,EDT,110.00,0.18,0.00,0.35,0.00,-,1,0,184.38%
AVGO201016P00115000,2020-07-09,8:11PM,EDT,115.00,9.30,0.00,0.35,0.00,-,-,2,177.73%
AVGO201016P00120000,2020-07-09,8:11PM,EDT,120.00,0.33,0.00,2.25,0.00,-,1,15,221.14%
AVGO201016P00125000,2020-07-06,1:51PM,EDT,125.00,0.12,0.00,0.35,0.00,-,10,6,165.43%
AVGO201016P00130000,2020-08-04,9:33AM,EDT,130.00,0.35,0.00,0.00,0.00,-,4,10,50.00%
AVGO201016P00135000,2020-07-09,8:11PM,EDT,135.00,1.30,0.00,0.35,0.00,-,3,27,154.10%
AVGO201016P00140000,2020-07-09,4:56PM,EDT,140.00,1.45,0.00,0.00,0.00,-,3,11,50.00%
AVGO201016P00145000,2020-08-04,9:33AM,EDT,145.00,0.50,0.00,0.00,0.00,-,76,78,50.00%
AVGO201016P00150000,2020-09-14,2:55PM,EDT,150.00,0.20,0.00,0.00,0.00,-,3,0,50.00%
AVGO201016P00155000,2020-07-09,8:11PM,EDT,155.00,2.35,0.00,0.75,0.00,-,1,29,146.97%
AVGO201016P00160000,2020-08-27,9:56AM,EDT,160.00,0.20,0.00,0.00,0.00,-,1,0,50.00%
AVGO201016P00170000,2020-09-02,12:31PM,EDT,170.00,0.33,0.00,0.00,0.00,-,5,0,50.00%
AVGO201016P00175000,2020-08-14,11:52AM,EDT,175.00,0.30,0.00,0.45,0.00,-,2,139,119.34%
AVGO201016P00185000,2020-07-09,4:56PM,EDT,185.00,12.20,0.00,0.00,0.00,-,6,59,50.00%
AVGO201016P00190000,2020-08-10,10:17AM,EDT,190.00,0.88,0.00,0.65,0.00,-,20,64,112.01%
AVGO201016P00195000,2020-07-06,9:30AM,EDT,195.00,1.10,0.00,0.00,0.00,-,1,107,50.00%
AVGO201016P00200000,2020-09-22,12:00PM,EDT,200.00,0.12,0.00,0.00,0.00,-,1,0,50.00%
AVGO201016P00210000,2020-08-24,9:53AM,EDT,210.00,0.65,0.00,0.00,0.00,-,3,0,50.00%
AVGO201016P00220000,2020-09-21,10:18AM,EDT,220.00,0.40,0.00,0.00,0.00,-,3,0,50.00%
AVGO201016P00230000,2020-09-18,11:27AM,EDT,230.00,0.25,0.00,0.00,0.00,-,1,0,25.00%
AVGO201016P00240000,2020-09-22,1:13PM,EDT,240.00,0.08,0.00,0.00,0.00,-,10,0,25.00%
AVGO201016P00250000,2020-09-22,1:13PM,EDT,250.00,0.13,0.00,0.00,0.00,-,10,0,25.00%
AVGO201016P00260000,2020-09-21,11:19AM,EDT,260.00,0.54,0.00,0.00,0.00,-,11,0,25.00%
AVGO201016P00270000,2020-09-21,2:56PM,EDT,270.00,0.55,0.00,0.00,0.00,-,23,0,25.00%
AVGO201016P00280000,2020-09-22,10:58AM,EDT,280.00,0.58,0.00,0.00,0.00,-,15,0,25.00%
AVGO201016P00300000,2020-09-22,3:40PM,EDT,300.00,1.00,0.00,0.00,0.00,-,71,0,12.50%
AVGO201016P00310000,2020-09-22,3:50PM,EDT,310.00,1.60,0.00,0.00,0.00,-,30,0,12.50%
AVGO201016P00320000,2020-09-22,3:17PM,EDT,320.00,2.30,0.00,0.00,0.00,-,64,0,12.50%
AVGO201016P00330000,2020-09-22,3:34PM,EDT,330.00,3.60,0.00,0.00,0.00,-,97,0,6.25%
AVGO201016P00340000,2020-09-22,3:59PM,EDT,340.00,5.45,0.00,0.00,0.00,-,39,0,6.25%
AVGO201016P00350000,2020-09-22,3:42PM,EDT,350.00,8.25,0.00,0.00,0.00,-,119,0,3.13%
AVGO201016P00360000,2020-09-22,3:37PM,EDT,360.00,12.00,0.00,0.00,0.00,-,90,0,0.39%
AVGO201016P00380000,2020-09-11,12:41PM,EDT,380.00,30.55,0.00,0.00,0.00,-,453,0,0.00%
AVGO201016P00400000,2020-09-22,2:07PM,EDT,400.00,41.55,0.00,0.00,0.00,-,3,0,0.00%
AVGO201016P00420000,2020-09-22,2:13PM,EDT,420.00,61.09,0.00,0.00,0.00,-,1,0,0.00%
AVGO201016P00430000,2020-09-04,1:48PM,EDT,430.00,71.20,0.00,0.00,0.00,-,1,0,0.00%
