0,1,2,3,4,5,6,7,8,9,10,11,12
ATVI220121P00027500,2020-09-22,12:08PM,EDT,27.50,0.72,0.00,0.00,0.00,-,2,0,25.00%
ATVI220121P00030000,2020-09-17,11:25AM,EDT,30.00,0.76,0.00,0.00,0.00,-,2,0,25.00%
ATVI220121P00032500,2020-09-18,1:20PM,EDT,32.50,0.84,0.00,0.00,0.00,-,4,0,12.50%
ATVI220121P00035000,2020-09-15,3:51PM,EDT,35.00,1.43,0.00,0.00,0.00,-,7,0,12.50%
ATVI220121P00037500,2020-09-18,1:20PM,EDT,37.50,1.49,0.00,0.00,0.00,-,2,0,12.50%
ATVI220121P00040000,2020-09-15,1:35PM,EDT,40.00,1.35,0.00,0.00,0.00,-,2,0,12.50%
ATVI220121P00042500,2020-09-15,11:44AM,EDT,42.50,1.60,0.00,0.00,0.00,-,2,0,12.50%
ATVI220121P00045000,2020-09-16,3:49PM,EDT,45.00,2.05,0.00,0.00,0.00,-,2,0,12.50%
ATVI220121P00047500,2020-09-15,12:03PM,EDT,47.50,2.10,0.00,0.00,0.00,-,95,0,12.50%
ATVI220121P00050000,2020-09-21,9:43AM,EDT,50.00,2.90,0.00,0.00,0.00,-,3,0,12.50%
ATVI220121P00052500,2020-09-22,11:24AM,EDT,52.50,3.10,0.00,0.00,0.00,-,3,0,6.25%
ATVI220121P00055000,2020-09-17,9:53AM,EDT,55.00,4.05,0.00,0.00,0.00,-,3,0,6.25%
ATVI220121P00057500,2020-09-18,12:52PM,EDT,57.50,4.65,0.00,0.00,0.00,-,3,0,6.25%
ATVI220121P00060000,2020-09-18,1:20PM,EDT,60.00,5.30,0.00,0.00,0.00,-,2,0,6.25%
ATVI220121P00062500,2020-09-22,11:17AM,EDT,62.50,5.60,0.00,0.00,0.00,-,1,0,6.25%
ATVI220121P00065000,2020-09-22,12:00PM,EDT,65.00,6.35,0.00,0.00,0.00,-,17,0,6.25%
ATVI220121P00067500,2020-09-22,11:08AM,EDT,67.50,7.35,0.00,0.00,0.00,-,2,0,3.13%
ATVI220121P00070000,2020-09-22,11:05AM,EDT,70.00,8.30,0.00,0.00,0.00,-,2,0,3.13%
ATVI220121P00072500,2020-09-22,2:50PM,EDT,72.50,8.79,0.00,0.00,0.00,-,8,0,3.13%
ATVI220121P00075000,2020-09-22,3:03PM,EDT,75.00,9.80,0.00,0.00,0.00,-,51,0,1.56%
ATVI220121P00077500,2020-09-22,3:03PM,EDT,77.50,10.98,0.00,0.00,0.00,-,32,0,1.56%
ATVI220121P00080000,2020-09-22,11:03AM,EDT,80.00,12.95,0.00,0.00,0.00,-,1,0,0.78%
ATVI220121P00082500,2020-09-22,11:04AM,EDT,82.50,14.30,0.00,0.00,0.00,-,1,0,0.05%
ATVI220121P00085000,2020-09-22,11:03AM,EDT,85.00,15.70,0.00,0.00,0.00,-,1,0,0.00%
ATVI220121P00090000,2020-08-19,10:03AM,EDT,90.00,18.40,18.45,20.15,0.00,-,5,9,41.22%
ATVI220121P00100000,2020-08-24,9:31AM,EDT,100.00,24.89,0.00,0.00,0.00,-,-,0,0.00%
ATVI220121P00110000,2020-09-22,11:48AM,EDT,110.00,32.65,0.00,0.00,0.00,-,2,0,0.00%
ATVI220121P00120000,2020-08-21,2:48PM,EDT,120.00,40.70,40.95,44.30,0.00,-,3,3,44.81%
