0,1,2,3,4,5,6,7,8,9,10,11,12
ATVI201009C00070000,2020-09-21,3:49PM,EDT,70.00,11.55,0.00,0.00,0.00,-,1,0,0.00%
ATVI201009C00075000,2020-09-22,2:52PM,EDT,75.00,8.55,0.00,0.00,0.00,-,1,0,0.00%
ATVI201009C00076000,2020-09-21,12:08AM,EDT,76.00,4.45,0.00,0.00,0.00,-,-,0,0.00%
ATVI201009C00077000,2020-09-22,9:30AM,EDT,77.00,6.32,0.00,0.00,0.00,-,1,0,0.00%
ATVI201009C00078500,2020-09-21,1:03PM,EDT,78.50,3.95,0.00,0.00,0.00,-,4,0,0.00%
ATVI201009C00079000,2020-09-21,1:03PM,EDT,79.00,4.00,0.00,0.00,0.00,-,1,0,0.00%
ATVI201009C00079500,2020-09-21,11:41AM,EDT,79.50,2.86,0.00,0.00,0.00,-,41,0,0.00%
ATVI201009C00080000,2020-09-22,3:33PM,EDT,80.00,4.40,0.00,0.00,0.00,-,30,0,0.00%
ATVI201009C00080500,2020-09-22,3:08PM,EDT,80.50,4.30,0.00,0.00,0.00,-,8,0,0.00%
ATVI201009C00081000,2020-09-22,3:27PM,EDT,81.00,3.92,0.00,0.00,0.00,-,44,0,0.00%
ATVI201009C00081500,2020-09-22,1:48PM,EDT,81.50,3.10,0.00,0.00,0.00,-,33,0,0.00%
ATVI201009C00082000,2020-09-22,3:26PM,EDT,82.00,3.25,0.00,0.00,0.00,-,32,0,0.00%
ATVI201009C00082500,2020-09-22,2:43PM,EDT,82.50,2.90,0.00,0.00,0.00,-,95,0,0.00%
ATVI201009C00083000,2020-09-22,3:13PM,EDT,83.00,2.75,0.00,0.00,0.00,-,163,0,0.78%
ATVI201009C00083500,2020-09-22,3:54PM,EDT,83.50,2.30,0.00,0.00,0.00,-,16,0,1.56%
ATVI201009C00084000,2020-09-22,3:19PM,EDT,84.00,2.20,0.00,0.00,0.00,-,37,0,1.56%
ATVI201009C00084500,2020-09-21,11:27AM,EDT,84.50,1.23,0.00,0.00,0.00,-,13,0,3.13%
ATVI201009C00085000,2020-09-22,3:27PM,EDT,85.00,1.79,0.00,0.00,0.00,-,53,0,3.13%
ATVI201009C00085500,2020-09-22,3:57PM,EDT,85.50,1.48,0.00,0.00,0.00,-,5,0,3.13%
ATVI201009C00086000,2020-09-22,1:46PM,EDT,86.00,1.20,0.00,0.00,0.00,-,60,0,6.25%
ATVI201009C00086500,2020-09-22,2:25PM,EDT,86.50,1.25,0.00,0.00,0.00,-,1,0,6.25%
ATVI201009C00087000,2020-09-22,2:44PM,EDT,87.00,1.11,0.00,0.00,0.00,-,8,0,6.25%
ATVI201009C00087500,2020-09-21,12:37PM,EDT,87.50,0.67,0.00,0.00,0.00,-,15,0,6.25%
ATVI201009C00088500,2020-09-21,1:45PM,EDT,88.50,0.57,0.00,0.00,0.00,-,8,0,6.25%
ATVI201009C00089000,2020-09-22,1:38PM,EDT,89.00,0.58,0.00,0.00,0.00,-,83,0,6.25%
ATVI201009C00089500,2020-09-21,11:27AM,EDT,89.50,0.32,0.00,0.00,0.00,-,2,0,6.25%
ATVI201009C00090000,2020-09-17,11:29AM,EDT,90.00,0.19,0.00,0.00,0.00,-,1,0,12.50%
ATVI201009C00095000,2020-09-22,2:48PM,EDT,95.00,0.17,0.00,0.00,0.00,-,11,0,12.50%
ATVI201009C00100000,2020-09-11,12:03PM,EDT,100.00,0.01,0.00,0.00,0.00,-,1,0,25.00%
ATVI201009C00105000,2020-09-01,2:24PM,EDT,105.00,0.20,0.00,0.00,0.00,-,-,0,25.00%
