0,1,2,3,4,5,6,7,8,9,10,11,12
APA200925C00008000,2020-09-21,12:01AM,EDT,8.00,4.05,0.00,0.00,0.00,-,-,0,0.00%
APA200925C00009000,2020-09-14,3:56PM,EDT,9.00,3.40,0.00,0.00,0.00,-,1,0,0.00%
APA200925C00010000,2020-09-16,1:31PM,EDT,10.00,2.57,0.00,0.00,0.00,-,6,0,0.00%
APA200925C00011000,2020-09-22,2:47PM,EDT,11.00,1.38,0.00,0.00,0.00,-,3,0,0.00%
APA200925C00011500,2020-09-22,12:24PM,EDT,11.50,0.77,0.00,0.00,0.00,-,4,0,0.00%
APA200925C00012000,2020-09-22,3:25PM,EDT,12.00,0.51,0.00,0.00,0.00,-,487,0,0.00%
APA200925C00012500,2020-09-22,3:37PM,EDT,12.50,0.20,0.00,0.00,0.00,-,379,0,6.25%
APA200925C00013500,2020-09-22,2:46PM,EDT,13.50,0.05,0.00,0.00,0.00,-,145,0,25.00%
APA200925C00014000,2020-09-22,3:38PM,EDT,14.00,0.02,0.00,0.00,0.00,-,48,0,50.00%
APA200925C00014500,2020-09-21,3:46PM,EDT,14.50,0.02,0.00,0.00,0.00,-,74,0,50.00%
APA200925C00015500,2020-09-21,11:57AM,EDT,15.50,0.01,0.00,0.00,0.00,-,4,0,50.00%
APA200925C00016000,2020-09-21,11:31AM,EDT,16.00,0.01,0.00,0.00,0.00,-,4,0,50.00%
APA200925C00017500,2020-09-14,3:20PM,EDT,17.50,0.07,0.00,0.00,0.00,-,55,0,50.00%
APA200925C00018500,2020-09-15,9:36AM,EDT,18.50,0.07,0.00,0.00,0.00,-,6,0,50.00%
APA200925C00019000,2020-09-14,3:52PM,EDT,19.00,0.05,0.00,0.00,0.00,-,24,0,50.00%
APA200925C00019500,2020-09-14,3:59PM,EDT,19.50,0.05,0.00,0.00,0.00,-,65,0,50.00%
APA200925C00020000,2020-09-14,11:59AM,EDT,20.00,0.05,0.00,0.00,0.00,-,60,0,50.00%
APA200925C00020500,2020-09-21,12:01AM,EDT,20.50,0.03,-,0.00,0.00,-,-,0,50.00%
APA200925C00021000,2020-09-15,9:37AM,EDT,21.00,0.04,0.00,0.00,0.00,-,39,0,50.00%
APA200925C00021500,2020-09-14,3:56PM,EDT,21.50,0.05,0.00,0.00,0.00,-,494,0,50.00%
APA200925C00025000,2020-09-21,12:01AM,EDT,25.00,0.03,-,0.00,0.00,-,-,0,50.00%
