0,1,2,3,4,5,6,7,8,9,10,11,12
ACN201120C00115000,2020-07-09,8:14PM,EDT,115.00,69.90,106.80,111.30,0.00,-,1,0,0.00%
ACN201120C00120000,2020-07-06,9:42AM,EDT,120.00,98.00,108.00,111.80,0.00,-,-,1,0.00%
ACN201120C00145000,2020-07-08,10:19AM,EDT,145.00,75.10,83.70,87.60,0.00,-,5,6,0.00%
ACN201120C00150000,2020-06-19,9:38AM,EDT,150.00,60.01,73.60,76.80,0.00,-,1,31,0.00%
ACN201120C00155000,2020-07-14,1:54PM,EDT,155.00,64.35,75.70,79.70,0.00,-,2,5,0.00%
ACN201120C00160000,2020-07-09,8:14PM,EDT,160.00,25.00,64.50,67.10,0.00,-,-,70,0.00%
ACN201120C00165000,2020-07-09,8:14PM,EDT,165.00,20.40,62.60,67.30,0.00,-,28,199,0.00%
ACN201120C00170000,2020-09-02,9:37AM,EDT,170.00,73.04,0.00,0.00,0.00,-,8,0,0.00%
ACN201120C00175000,2020-07-14,9:51AM,EDT,175.00,44.18,55.80,59.40,0.00,-,1,23,0.00%
ACN201120C00180000,2020-09-16,12:07PM,EDT,180.00,64.60,0.00,0.00,0.00,-,2,0,0.00%
ACN201120C00185000,2020-08-31,10:23AM,EDT,185.00,58.19,0.00,0.00,0.00,-,2,0,0.00%
ACN201120C00190000,2020-09-22,1:42PM,EDT,190.00,46.45,0.00,0.00,0.00,-,2,0,0.00%
ACN201120C00195000,2020-08-31,1:19PM,EDT,195.00,48.43,0.00,0.00,0.00,-,4,0,0.00%
ACN201120C00200000,2020-09-08,1:41PM,EDT,200.00,33.70,0.00,0.00,0.00,-,10,0,0.00%
ACN201120C00205000,2020-09-17,3:04PM,EDT,205.00,32.80,0.00,0.00,0.00,-,37,0,0.00%
ACN201120C00210000,2020-09-04,2:26PM,EDT,210.00,32.60,0.00,0.00,0.00,-,37,0,0.00%
ACN201120C00215000,2020-09-17,2:33PM,EDT,215.00,25.15,0.00,0.00,0.00,-,2,0,0.00%
ACN201120C00220000,2020-09-22,3:56PM,EDT,220.00,22.71,0.00,0.00,0.00,-,4,0,0.00%
ACN201120C00225000,2020-09-22,3:33PM,EDT,225.00,18.40,0.00,0.00,0.00,-,61,0,0.00%
ACN201120C00230000,2020-09-22,3:31PM,EDT,230.00,14.75,0.00,0.00,0.00,-,5,0,0.00%
ACN201120C00235000,2020-09-22,3:57PM,EDT,235.00,12.40,0.00,0.00,0.00,-,29,0,0.00%
ACN201120C00240000,2020-09-22,3:40PM,EDT,240.00,9.70,0.00,0.00,0.00,-,26,0,0.78%
ACN201120C00250000,2020-09-22,3:28PM,EDT,250.00,5.50,0.00,0.00,0.00,-,40,0,3.13%
ACN201120C00260000,2020-09-22,3:20PM,EDT,260.00,2.95,0.00,0.00,0.00,-,344,0,6.25%
ACN201120C00270000,2020-09-22,2:36PM,EDT,270.00,1.49,0.00,0.00,0.00,-,27,0,6.25%
ACN201120C00280000,2020-09-22,3:12PM,EDT,280.00,0.83,0.00,0.00,0.00,-,4,0,6.25%
ACN201120C00290000,2020-09-21,3:47PM,EDT,290.00,0.50,0.00,0.00,0.00,-,4,0,12.50%
ACN201120C00300000,2020-09-10,3:08PM,EDT,300.00,1.20,0.00,0.00,0.00,-,3,0,12.50%
ACN201120C00330000,2020-08-28,9:30AM,EDT,330.00,0.05,0.00,0.00,0.00,-,2,0,12.50%
