0,1,2,3,4,5,6,7,8,9,10,11,12
HRB210416P00007000,2020-09-08,9:30AM,EDT,7.00,0.20,0.00,0.00,0.00,-,1,0,25.00%
HRB210416P00009000,2020-09-22,12:39PM,EDT,9.00,0.45,0.00,0.00,0.00,-,10,0,12.50%
HRB210416P00010000,2020-09-15,12:50PM,EDT,10.00,0.51,0.00,0.00,0.00,-,10,0,12.50%
HRB210416P00011000,2020-09-22,12:39PM,EDT,11.00,0.90,0.00,0.00,0.00,-,10,0,6.25%
HRB210416P00012000,2020-09-18,12:11PM,EDT,12.00,1.20,0.00,0.00,0.00,-,1,0,6.25%
HRB210416P00013000,2020-09-21,10:03AM,EDT,13.00,1.70,0.00,0.00,0.00,-,5,0,3.13%
HRB210416P00014000,2020-09-11,10:31AM,EDT,14.00,1.90,0.00,0.00,0.00,-,9,0,0.78%
HRB210416P00015000,2020-09-11,10:06AM,EDT,15.00,2.50,0.00,0.00,0.00,-,11,0,0.00%
HRB210416P00017000,2020-09-10,11:16AM,EDT,17.00,3.80,0.00,0.00,0.00,-,-,0,0.00%
HRB210416P00020000,2020-08-24,12:13PM,EDT,20.00,6.23,0.00,0.00,0.00,-,-,0,0.00%
