0,1,2,3,4,5,6,7,8,9,10,11,12
GOOGL201120P00540000,2020-07-24,2:37PM,EDT,540.00,0.19,0.00,5.00,0.00,-,10,233,116.72%
GOOGL201120P00560000,2020-06-24,2:22PM,EDT,560.00,0.60,0.00,0.65,0.00,-,1,3,87.99%
GOOGL201120P00580000,2020-07-09,8:14PM,EDT,580.00,1.50,0.55,0.65,0.00,-,4,4,90.67%
GOOGL201120P00600000,2020-09-02,2:11PM,EDT,600.00,0.05,0.00,0.00,0.00,-,6,0,50.00%
GOOGL201120P00620000,2020-08-03,11:27AM,EDT,620.00,0.85,0.00,4.00,0.00,-,1,38,98.39%
GOOGL201120P00640000,2020-07-28,9:30AM,EDT,640.00,0.85,0.00,0.00,0.00,-,1,15,50.00%
GOOGL201120P00660000,2020-07-22,12:12PM,EDT,660.00,0.55,0.00,5.00,0.00,-,1,15,94.80%
GOOGL201120P00680000,2020-07-10,3:34PM,EDT,680.00,0.80,0.00,0.90,0.00,-,1,9,73.54%
GOOGL201120P00700000,2020-08-27,3:35PM,EDT,700.00,0.10,0.00,0.00,0.00,-,10,0,25.00%
GOOGL201120P00720000,2020-08-06,10:12AM,EDT,720.00,0.60,0.00,2.15,0.00,-,1,2,75.84%
GOOGL201120P00740000,2020-06-15,2:09PM,EDT,740.00,4.20,1.15,5.00,0.00,-,2,51,84.99%
GOOGL201120P00760000,2020-07-31,1:28PM,EDT,760.00,1.10,0.00,5.00,0.00,-,1,35,79.38%
GOOGL201120P00780000,2020-08-04,12:00PM,EDT,780.00,1.15,0.00,5.00,0.00,-,1,10,76.54%
GOOGL201120P00800000,2020-09-15,11:14AM,EDT,800.00,0.45,0.00,0.00,0.00,-,2,0,25.00%
GOOGL201120P00820000,2020-06-23,2:07PM,EDT,820.00,4.70,0.00,3.00,0.00,-,2,7,65.89%
GOOGL201120P00825000,2020-09-09,9:53AM,EDT,825.00,0.80,0.00,0.00,0.00,-,1,0,25.00%
GOOGL201120P00835000,2020-09-04,12:11PM,EDT,835.00,1.93,0.00,0.00,0.00,-,1,0,25.00%
GOOGL201120P00840000,2020-07-09,8:14PM,EDT,840.00,4.60,1.85,2.95,0.00,-,13,19,67.97%
GOOGL201120P00860000,2020-07-02,1:04PM,EDT,860.00,4.00,1.35,3.50,0.00,-,1,12,65.49%
GOOGL201120P00880000,2020-09-09,10:04AM,EDT,880.00,1.55,0.00,0.00,0.00,-,1,0,25.00%
GOOGL201120P00890000,2020-09-03,11:35AM,EDT,890.00,1.00,0.00,0.00,0.00,-,-,0,25.00%
GOOGL201120P00900000,2020-09-21,10:21AM,EDT,900.00,1.00,0.00,0.00,0.00,-,1,0,25.00%
GOOGL201120P00920000,2020-08-25,12:07PM,EDT,920.00,1.40,0.00,0.00,0.00,-,1,0,25.00%
GOOGL201120P00940000,2020-06-19,3:15PM,EDT,940.00,10.60,3.00,6.60,0.00,-,2,73,62.72%
GOOGL201120P00960000,2020-09-14,11:54AM,EDT,960.00,1.37,0.00,0.00,0.00,-,2,0,25.00%
GOOGL201120P00970000,2020-09-21,12:12AM,EDT,970.00,1.65,0.00,0.00,0.00,-,-,0,25.00%
GOOGL201120P00975000,2020-09-21,12:12AM,EDT,975.00,1.75,0.00,0.00,0.00,-,-,0,25.00%
GOOGL201120P00980000,2020-09-10,3:31PM,EDT,980.00,2.69,0.00,0.00,0.00,-,1,0,25.00%
GOOGL201120P00990000,2020-09-02,3:33PM,EDT,990.00,2.37,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01000000,2020-09-22,2:05PM,EDT,"1,000.00",2.30,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01020000,2020-09-21,10:25AM,EDT,"1,020.00",4.00,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01040000,2020-09-15,12:40PM,EDT,"1,040.00",1.90,0.00,0.00,0.00,-,5,0,12.50%
GOOGL201120P01060000,2020-09-04,12:49PM,EDT,"1,060.00",9.75,0.00,0.00,0.00,-,3,0,12.50%
GOOGL201120P01080000,2020-09-08,9:31AM,EDT,"1,080.00",15.00,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01100000,2020-09-21,1:16PM,EDT,"1,100.00",6.57,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01105000,2020-09-17,12:20PM,EDT,"1,105.00",6.30,0.00,0.00,0.00,-,7,0,12.50%
GOOGL201120P01110000,2020-09-16,11:27AM,EDT,"1,110.00",3.50,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01115000,2020-09-18,2:08PM,EDT,"1,115.00",9.00,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01120000,2020-09-21,11:15AM,EDT,"1,120.00",10.80,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01125000,2020-09-21,10:23AM,EDT,"1,125.00",11.20,0.00,0.00,0.00,-,10,0,12.50%
GOOGL201120P01130000,2020-09-22,3:31PM,EDT,"1,130.00",8.70,0.00,0.00,0.00,-,5,0,12.50%
GOOGL201120P01135000,2020-09-18,11:22AM,EDT,"1,135.00",7.90,0.00,0.00,0.00,-,-,0,12.50%
GOOGL201120P01140000,2020-09-22,3:52PM,EDT,"1,140.00",9.90,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01145000,2020-09-21,10:33AM,EDT,"1,145.00",12.00,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01150000,2020-09-22,1:25PM,EDT,"1,150.00",10.30,0.00,0.00,0.00,-,11,0,12.50%
GOOGL201120P01155000,2020-09-21,10:30AM,EDT,"1,155.00",14.90,0.00,0.00,0.00,-,-,0,12.50%
GOOGL201120P01160000,2020-09-22,3:45PM,EDT,"1,160.00",11.50,0.00,0.00,0.00,-,3,0,12.50%
GOOGL201120P01165000,2020-09-22,3:52PM,EDT,"1,165.00",12.30,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01170000,2020-09-22,2:20PM,EDT,"1,170.00",12.20,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01175000,2020-09-22,3:52PM,EDT,"1,175.00",13.40,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01180000,2020-09-22,3:30PM,EDT,"1,180.00",13.40,0.00,0.00,0.00,-,8,0,12.50%
GOOGL201120P01185000,2020-09-22,3:51PM,EDT,"1,185.00",14.60,0.00,0.00,0.00,-,2,0,12.50%
GOOGL201120P01190000,2020-09-22,3:31PM,EDT,"1,190.00",14.90,0.00,0.00,0.00,-,3,0,12.50%
GOOGL201120P01195000,2020-09-22,3:52PM,EDT,"1,195.00",15.80,0.00,0.00,0.00,-,1,0,12.50%
GOOGL201120P01200000,2020-09-22,3:21PM,EDT,"1,200.00",16.00,0.00,0.00,0.00,-,5,0,12.50%
GOOGL201120P01205000,2020-09-21,11:42AM,EDT,"1,205.00",17.10,0.00,0.00,0.00,-,1,0,6.25%
GOOGL201120P01210000,2020-09-22,3:51PM,EDT,"1,210.00",17.80,0.00,0.00,0.00,-,2,0,6.25%
GOOGL201120P01215000,2020-09-22,3:47PM,EDT,"1,215.00",18.20,0.00,0.00,0.00,-,1,0,6.25%
GOOGL201120P01220000,2020-09-22,2:20PM,EDT,"1,220.00",18.70,0.00,0.00,0.00,-,1,0,6.25%
GOOGL201120P01225000,2020-09-22,3:42PM,EDT,"1,225.00",19.50,0.00,0.00,0.00,-,1,0,6.25%
GOOGL201120P01230000,2020-09-22,2:28PM,EDT,"1,230.00",20.40,0.00,0.00,0.00,-,5,0,6.25%
GOOGL201120P01235000,2020-09-22,3:46PM,EDT,"1,235.00",21.30,0.00,0.00,0.00,-,1,0,6.25%
GOOGL201120P01240000,2020-09-22,3:58PM,EDT,"1,240.00",22.00,0.00,0.00,0.00,-,14,0,6.25%
