0,1,2,3,4,5,6,7,8,9,10,11,12
BBY201023P00090000,2020-09-22,3:54PM,EDT,90.00,0.81,0.00,0.00,0.00,-,1,0,12.50%
BBY201023P00095000,2020-09-17,3:17PM,EDT,95.00,1.50,0.00,0.00,0.00,-,25,0,12.50%
BBY201023P00098000,2020-09-22,3:26PM,EDT,98.00,1.47,0.00,0.00,0.00,-,6,0,6.25%
BBY201023P00099000,2020-09-22,10:25AM,EDT,99.00,1.96,0.00,0.00,0.00,-,6,0,6.25%
BBY201023P00100000,2020-09-22,2:38PM,EDT,100.00,1.91,0.00,0.00,0.00,-,12,0,6.25%
BBY201023P00101000,2020-09-22,1:05PM,EDT,101.00,2.43,0.00,0.00,0.00,-,18,0,6.25%
BBY201023P00102000,2020-09-22,2:46PM,EDT,102.00,2.38,0.00,0.00,0.00,-,6,0,6.25%
BBY201023P00103000,2020-09-22,2:46PM,EDT,103.00,2.67,0.00,0.00,0.00,-,9,0,3.13%
BBY201023P00105000,2020-09-22,3:46PM,EDT,105.00,3.35,0.00,0.00,0.00,-,10,0,3.13%
BBY201023P00106000,2020-09-22,10:31AM,EDT,106.00,4.45,0.00,0.00,0.00,-,9,0,1.56%
BBY201023P00107000,2020-09-21,3:45PM,EDT,107.00,4.95,0.00,0.00,0.00,-,4,0,0.78%
BBY201023P00108000,2020-09-22,3:12PM,EDT,108.00,4.70,0.00,0.00,0.00,-,7,0,0.00%
BBY201023P00109000,2020-09-22,3:12PM,EDT,109.00,5.20,0.00,0.00,0.00,-,10,0,0.00%
BBY201023P00110000,2020-09-16,3:04PM,EDT,110.00,5.70,0.00,0.00,0.00,-,1,0,0.00%
BBY201023P00111000,2020-09-10,1:34PM,EDT,111.00,6.95,0.00,0.00,0.00,-,-,0,0.00%
BBY201023P00112000,2020-09-21,12:03AM,EDT,112.00,6.80,0.00,0.00,0.00,-,-,0,0.00%
BBY201023P00115000,2020-09-08,9:59AM,EDT,115.00,8.96,0.00,0.00,0.00,-,2,0,0.00%
