0,1,2,3,4,5,6,7,8,9,10,11,12
AMGN210416C00210000,2020-08-24,12:04AM,EDT,210.00,37.38,0.00,0.00,0.00,-,-,0,0.00%
AMGN210416C00230000,2020-09-21,3:37PM,EDT,230.00,26.57,0.00,0.00,0.00,-,1,0,0.00%
AMGN210416C00235000,2020-09-21,1:49PM,EDT,235.00,23.59,0.00,0.00,0.00,-,2,0,0.00%
AMGN210416C00245000,2020-09-17,11:56AM,EDT,245.00,22.12,0.00,0.00,0.00,-,2,0,0.00%
AMGN210416C00250000,2020-09-22,3:35PM,EDT,250.00,19.75,0.00,0.00,0.00,-,3,0,0.39%
AMGN210416C00255000,2020-09-21,2:19PM,EDT,255.00,14.07,0.00,0.00,0.00,-,3,0,0.78%
AMGN210416C00260000,2020-09-15,2:14PM,EDT,260.00,13.72,0.00,0.00,0.00,-,1,0,1.56%
AMGN210416C00265000,2020-09-03,2:00PM,EDT,265.00,15.69,0.00,0.00,0.00,-,2,0,1.56%
AMGN210416C00270000,2020-09-21,2:46PM,EDT,270.00,10.37,0.00,0.00,0.00,-,2,0,3.13%
AMGN210416C00275000,2020-08-27,12:35PM,EDT,275.00,12.18,0.00,0.00,0.00,-,1,0,3.13%
AMGN210416C00280000,2020-09-11,11:02AM,EDT,280.00,7.77,0.00,0.00,0.00,-,3,0,3.13%
AMGN210416C00285000,2020-09-15,12:11PM,EDT,285.00,8.60,0.00,0.00,0.00,-,31,0,3.13%
AMGN210416C00295000,2020-08-31,11:22AM,EDT,295.00,7.25,0.00,0.00,0.00,-,1,0,6.25%
AMGN210416C00300000,2020-09-17,1:29PM,EDT,300.00,4.71,0.00,0.00,0.00,-,15,0,6.25%
AMGN210416C00305000,2020-09-02,11:57AM,EDT,305.00,7.00,0.00,0.00,0.00,-,-,0,6.25%
AMGN210416C00310000,2020-09-04,11:55AM,EDT,310.00,4.75,0.00,0.00,0.00,-,1,0,6.25%
AMGN210416C00320000,2020-09-02,1:25PM,EDT,320.00,4.68,0.00,0.00,0.00,-,5,0,6.25%
AMGN210416C00340000,2020-09-03,2:37PM,EDT,340.00,1.64,0.00,0.00,0.00,-,5,0,6.25%
AMGN210416C00350000,2020-08-25,10:20AM,EDT,350.00,0.99,0.00,0.00,0.00,-,-,0,12.50%
