0,1,2,3,4,5,6,7,8,9,10,11,12
ADP201120P00055000,2020-08-06,12:06PM,EDT,55.00,0.10,0.00,0.15,0.00,-,-,1,90.23%
ADP201120P00065000,2020-07-09,8:18PM,EDT,65.00,1.45,0.05,0.45,0.00,-,-,1,87.50%
ADP201120P00070000,2020-07-09,8:18PM,EDT,70.00,1.65,0.05,0.40,0.00,-,1,3,77.93%
ADP201120P00075000,2020-07-09,5:03PM,EDT,75.00,1.25,0.00,0.00,0.00,-,1,1,25.00%
ADP201120P00085000,2020-09-22,3:03PM,EDT,85.00,0.22,0.00,0.00,0.00,-,2,0,25.00%
ADP201120P00090000,2020-09-22,3:03PM,EDT,90.00,0.31,0.20,0.00,0.00,-,1,0,25.00%
ADP201120P00095000,2020-09-10,2:58PM,EDT,95.00,0.60,0.00,0.00,0.00,-,10,0,12.50%
ADP201120P00105000,2020-09-21,2:40PM,EDT,105.00,1.00,0.00,0.00,0.00,-,1,0,12.50%
ADP201120P00115000,2020-09-21,10:22AM,EDT,115.00,2.70,0.00,0.00,0.00,-,2,0,6.25%
ADP201120P00120000,2020-09-22,3:42PM,EDT,120.00,3.01,0.00,0.00,0.00,-,9,0,6.25%
ADP201120P00125000,2020-09-22,3:46PM,EDT,125.00,3.90,0.00,0.00,0.00,-,2,0,3.13%
ADP201120P00135000,2020-09-18,3:28PM,EDT,135.00,6.80,0.00,0.00,0.00,-,9,0,0.00%
ADP201120P00140000,2020-09-21,11:56AM,EDT,140.00,12.94,0.00,0.00,0.00,-,6,0,0.00%
ADP201120P00145000,2020-09-21,10:04AM,EDT,145.00,16.91,0.00,0.00,0.00,-,1,0,0.00%
ADP201120P00150000,2020-09-21,12:38PM,EDT,150.00,20.60,0.00,0.00,0.00,-,2,0,0.00%
ADP201120P00160000,2020-09-10,2:14PM,EDT,160.00,23.70,0.00,0.00,0.00,-,10,0,0.00%
ADP201120P00170000,2020-07-09,8:18PM,EDT,170.00,31.68,23.90,28.10,0.00,-,-,1,0.00%
ADP201120P00180000,2020-09-10,10:28AM,EDT,180.00,44.87,0.00,0.00,0.00,-,1,0,0.00%
