0,1,2,3,4,5,6,7,8,9,10,11,12
BIIB220121C00115000,2020-09-03,12:28PM,EDT,115.00,165.00,0.00,0.00,0.00,-,1,0,0.00%
BIIB220121C00120000,2020-09-14,11:24AM,EDT,120.00,159.20,0.00,0.00,0.00,-,1,0,0.00%
BIIB220121C00125000,2020-07-08,10:01AM,EDT,125.00,166.00,177.80,187.30,0.00,-,1,12,110.24%
BIIB220121C00130000,2020-07-13,11:10AM,EDT,130.00,158.00,164.50,169.50,0.00,-,1,2,88.17%
BIIB220121C00140000,2020-08-07,9:48AM,EDT,140.00,172.17,138.50,143.50,0.00,-,1,3,53.25%
BIIB220121C00150000,2020-08-26,2:00PM,EDT,150.00,134.30,0.00,0.00,0.00,-,2,0,0.00%
BIIB220121C00160000,2020-08-28,1:53PM,EDT,160.00,129.00,0.00,0.00,0.00,-,5,0,0.00%
BIIB220121C00180000,2020-08-12,3:55PM,EDT,180.00,125.50,99.50,104.00,0.00,-,1,1,41.68%
BIIB220121C00185000,2020-09-11,3:07PM,EDT,185.00,98.90,0.00,0.00,0.00,-,3,0,0.00%
BIIB220121C00190000,2020-09-03,3:12PM,EDT,190.00,101.10,0.00,0.00,0.00,-,2,0,0.00%
BIIB220121C00200000,2020-08-11,10:26AM,EDT,200.00,111.00,83.50,88.00,0.00,-,4,52,39.18%
BIIB220121C00205000,2020-07-15,10:33AM,EDT,205.00,102.00,101.70,106.50,0.00,-,1,0,60.37%
BIIB220121C00210000,2020-08-07,10:44AM,EDT,210.00,110.02,85.50,90.50,0.00,-,5,6,48.91%
BIIB220121C00215000,2020-07-09,8:12PM,EDT,215.00,110.00,86.60,91.50,0.00,-,1,2,50.31%
BIIB220121C00220000,2020-09-01,3:45PM,EDT,220.00,85.50,0.00,0.00,0.00,-,2,0,0.00%
BIIB220121C00225000,2020-09-09,1:07PM,EDT,225.00,76.80,0.00,0.00,0.00,-,1,0,0.00%
BIIB220121C00230000,2020-08-19,1:46PM,EDT,230.00,81.50,71.00,75.80,0.00,-,2,7,45.21%
BIIB220121C00235000,2020-07-09,4:57PM,EDT,235.00,109.00,0.00,0.00,0.00,-,1,2,0.00%
BIIB220121C00240000,2020-09-02,12:38PM,EDT,240.00,78.50,0.00,0.00,0.00,-,10,0,0.00%
BIIB220121C00245000,2020-09-21,10:23AM,EDT,245.00,62.50,0.00,0.00,0.00,-,1,0,0.00%
BIIB220121C00250000,2020-09-21,9:30AM,EDT,250.00,60.00,0.00,0.00,0.00,-,1,0,0.00%
BIIB220121C00260000,2020-09-11,11:33AM,EDT,260.00,55.10,0.00,0.00,0.00,-,6,0,0.00%
BIIB220121C00265000,2020-09-14,1:18PM,EDT,265.00,59.20,0.00,0.00,0.00,-,9,0,0.00%
BIIB220121C00270000,2020-09-10,3:31PM,EDT,270.00,50.89,0.00,0.00,0.00,-,1,0,0.00%
BIIB220121C00275000,2020-09-21,9:30AM,EDT,275.00,51.02,0.00,0.00,0.00,-,1,0,0.20%
BIIB220121C00280000,2020-09-22,2:48PM,EDT,280.00,48.50,0.00,0.00,0.00,-,9,0,0.39%
BIIB220121C00290000,2020-09-21,1:09PM,EDT,290.00,40.80,0.00,0.00,0.00,-,1,0,1.56%
BIIB220121C00300000,2020-09-21,9:30AM,EDT,300.00,39.30,0.00,0.00,0.00,-,2,0,1.56%
BIIB220121C00305000,2020-09-18,12:19PM,EDT,305.00,39.87,0.00,0.00,0.00,-,1,0,1.56%
BIIB220121C00310000,2020-09-21,1:05PM,EDT,310.00,36.00,0.00,0.00,0.00,-,1,0,3.13%
BIIB220121C00315000,2020-08-27,11:40AM,EDT,315.00,40.85,0.00,0.00,0.00,-,5,0,3.13%
