0,1,2,3,4,5,6,7,8,9,10,11,12
ABC210219P00060000,2020-09-08,12:32PM,EDT,60.00,1.10,0.00,0.00,0.00,-,1,0,12.50%
ABC210219P00065000,2020-08-06,1:02PM,EDT,65.00,1.10,1.30,1.80,0.00,-,6,11,51.27%
ABC210219P00070000,2020-09-16,3:57PM,EDT,70.00,1.60,0.00,0.00,0.00,-,2,0,12.50%
ABC210219P00085000,2020-09-10,2:24PM,EDT,85.00,5.30,0.00,0.00,0.00,-,1,0,3.13%
ABC210219P00087500,2020-09-09,1:30PM,EDT,87.50,6.20,0.00,0.00,0.00,-,28,0,3.13%
ABC210219P00090000,2020-09-14,3:46PM,EDT,90.00,7.30,0.00,0.00,0.00,-,2,0,1.56%
ABC210219P00092500,2020-09-21,12:53PM,EDT,92.50,8.00,0.00,0.00,0.00,-,6,0,1.56%
ABC210219P00095000,2020-09-14,1:25PM,EDT,95.00,9.50,0.00,0.00,0.00,-,55,0,0.20%
ABC210219P00097500,2020-09-22,12:57PM,EDT,97.50,10.50,0.00,0.00,0.00,-,4,0,0.00%
ABC210219P00100000,2020-09-22,3:00PM,EDT,100.00,11.60,0.00,0.00,0.00,-,4,0,0.00%
ABC210219P00105000,2020-08-18,9:44AM,EDT,105.00,11.30,14.30,16.00,0.00,-,2,37,40.83%
ABC210219P00110000,2020-08-06,12:07PM,EDT,110.00,15.40,18.30,20.50,0.00,-,-,1,44.75%
ABC210219P00125000,2020-06-26,2:56PM,EDT,125.00,29.71,24.80,25.50,0.00,-,1,1,0.00%
ABC210219P00130000,2020-06-26,2:56PM,EDT,130.00,33.98,28.90,29.60,0.00,-,1,1,0.00%
