0,1,2,3,4,5,6,7,8,9,10,11,12
GOOG210115P00520000,2020-09-22,12:53PM,EDT,520.00,0.32,0.00,0.00,0.00,-,68,0,25.00%
GOOG210115P00540000,2020-09-08,9:30AM,EDT,540.00,0.75,0.00,0.00,0.00,-,1,0,25.00%
GOOG210115P00560000,2020-09-18,3:17PM,EDT,560.00,0.67,0.00,0.00,0.00,-,37,0,25.00%
GOOG210115P00580000,2020-09-08,10:06AM,EDT,580.00,1.10,0.00,0.00,0.00,-,1,0,25.00%
GOOG210115P00600000,2020-09-18,1:55PM,EDT,600.00,0.35,0.00,0.00,0.00,-,2,0,25.00%
GOOG210115P00620000,2020-09-22,2:49PM,EDT,620.00,0.40,0.00,0.00,0.00,-,3,0,25.00%
GOOG210115P00640000,2020-09-01,1:33PM,EDT,640.00,0.65,0.00,0.00,0.00,-,2,0,25.00%
GOOG210115P00660000,2020-07-09,8:17PM,EDT,660.00,3.20,1.05,2.15,0.00,-,1,91,63.97%
GOOG210115P00680000,2020-08-07,1:22PM,EDT,680.00,1.50,0.05,3.30,0.00,-,14,190,62.15%
GOOG210115P00700000,2020-09-17,9:31AM,EDT,700.00,1.30,0.00,0.00,0.00,-,37,0,25.00%
GOOG210115P00720000,2020-09-03,1:56PM,EDT,720.00,1.97,0.00,0.00,0.00,-,2,0,25.00%
GOOG210115P00740000,2020-09-02,9:30AM,EDT,740.00,2.35,0.00,0.00,0.00,-,1,0,25.00%
GOOG210115P00760000,2020-08-04,1:02PM,EDT,760.00,2.85,1.25,5.50,0.00,-,7,0,59.89%
GOOG210115P00780000,2020-09-08,9:30AM,EDT,780.00,4.10,0.00,0.00,0.00,-,1,0,25.00%
GOOG210115P00800000,2020-09-18,3:00PM,EDT,800.00,1.45,0.00,0.00,0.00,-,10,0,25.00%
GOOG210115P00820000,2020-09-21,10:20AM,EDT,820.00,2.05,0.00,0.00,0.00,-,10,0,25.00%
GOOG210115P00840000,2020-09-22,11:04AM,EDT,840.00,2.21,0.00,0.00,0.00,-,1,0,12.50%
GOOG210115P00860000,2020-09-17,11:58AM,EDT,860.00,2.00,0.00,0.00,0.00,-,40,0,12.50%
GOOG210115P00880000,2020-09-17,11:41AM,EDT,880.00,2.35,0.00,0.00,0.00,-,42,0,12.50%
GOOG210115P00900000,2020-09-18,1:15PM,EDT,900.00,3.75,0.00,0.00,0.00,-,40,0,12.50%
GOOG210115P00920000,2020-09-15,3:59PM,EDT,920.00,2.65,0.00,0.00,0.00,-,20,0,12.50%
GOOG210115P00940000,2020-09-21,11:02AM,EDT,940.00,5.70,0.00,0.00,0.00,-,1,0,12.50%
GOOG210115P00960000,2020-09-21,2:11PM,EDT,960.00,6.00,0.00,0.00,0.00,-,1,0,12.50%
GOOG210115P00980000,2020-09-21,2:18PM,EDT,980.00,7.30,0.00,0.00,0.00,-,4,0,12.50%
GOOG210115P01000000,2020-09-21,3:37PM,EDT,"1,000.00",8.20,0.00,0.00,0.00,-,19,0,12.50%
GOOG210115P01020000,2020-09-18,3:20PM,EDT,"1,020.00",8.50,0.00,0.00,0.00,-,5,0,12.50%
GOOG210115P01030000,2020-09-21,3:51PM,EDT,"1,030.00",11.20,0.00,0.00,0.00,-,1,0,12.50%
GOOG210115P01040000,2020-09-22,10:24AM,EDT,"1,040.00",9.60,0.00,0.00,0.00,-,3,0,12.50%
GOOG210115P01050000,2020-09-22,3:09PM,EDT,"1,050.00",10.80,0.00,0.00,0.00,-,4,0,12.50%
GOOG210115P01060000,2020-09-18,11:30AM,EDT,"1,060.00",10.10,0.00,0.00,0.00,-,4,0,12.50%
GOOG210115P01070000,2020-09-21,12:20PM,EDT,"1,070.00",14.60,0.00,0.00,0.00,-,1,0,12.50%
GOOG210115P01080000,2020-09-22,3:09PM,EDT,"1,080.00",13.40,0.00,0.00,0.00,-,2,0,12.50%
GOOG210115P01090000,2020-09-21,9:37AM,EDT,"1,090.00",15.70,0.00,0.00,0.00,-,4,0,12.50%
GOOG210115P01100000,2020-09-22,1:19PM,EDT,"1,100.00",15.50,0.00,0.00,0.00,-,2,0,12.50%
GOOG210115P01110000,2020-09-18,11:24AM,EDT,"1,110.00",13.20,0.00,0.00,0.00,-,1,0,12.50%
GOOG210115P01120000,2020-09-22,11:13AM,EDT,"1,120.00",18.50,0.00,0.00,0.00,-,1,0,6.25%
GOOG210115P01125000,2020-09-21,9:43AM,EDT,"1,125.00",20.60,0.00,0.00,0.00,-,1,0,6.25%
GOOG210115P01130000,2020-09-18,12:11PM,EDT,"1,130.00",21.30,0.00,0.00,0.00,-,2,0,6.25%
GOOG210115P01135000,2020-09-04,10:53AM,EDT,"1,135.00",22.00,0.00,0.00,0.00,-,1,0,6.25%
GOOG210115P01140000,2020-09-21,1:45PM,EDT,"1,140.00",19.80,0.00,0.00,0.00,-,2,0,6.25%
GOOG210115P01145000,2020-09-16,12:14PM,EDT,"1,145.00",23.70,0.00,0.00,0.00,-,1,0,6.25%
GOOG210115P01150000,2020-09-18,11:30AM,EDT,"1,150.00",27.00,0.00,0.00,0.00,-,7,0,6.25%
GOOG210115P01155000,2020-09-21,3:51PM,EDT,"1,155.00",25.70,0.00,0.00,0.00,-,25,0,6.25%
GOOG210115P01160000,2020-09-21,2:16PM,EDT,"1,160.00",22.70,0.00,0.00,0.00,-,2,0,6.25%
GOOG210115P01165000,2020-09-21,1:14PM,EDT,"1,165.00",27.70,0.00,0.00,0.00,-,20,0,6.25%
GOOG210115P01170000,2020-09-22,10:24AM,EDT,"1,170.00",24.20,0.00,0.00,0.00,-,2,0,6.25%
GOOG210115P01175000,2020-09-21,1:15PM,EDT,"1,175.00",29.20,0.00,0.00,0.00,-,20,0,6.25%
GOOG210115P01180000,2020-09-22,10:23AM,EDT,"1,180.00",26.20,0.00,0.00,0.00,-,21,0,6.25%
GOOG210115P01185000,2020-09-22,10:20AM,EDT,"1,185.00",27.00,0.00,0.00,0.00,-,21,0,6.25%
GOOG210115P01190000,2020-09-22,3:08PM,EDT,"1,190.00",28.10,0.00,0.00,0.00,-,11,0,6.25%
GOOG210115P01195000,2020-09-22,12:15PM,EDT,"1,195.00",28.90,0.00,0.00,0.00,-,23,0,6.25%
GOOG210115P01200000,2020-09-22,9:38AM,EDT,"1,200.00",30.00,0.00,0.00,0.00,-,4,0,6.25%
GOOG210115P01205000,2020-09-22,12:05PM,EDT,"1,205.00",30.70,0.00,0.00,0.00,-,22,0,6.25%
GOOG210115P01210000,2020-09-22,10:24AM,EDT,"1,210.00",31.50,0.00,0.00,0.00,-,21,0,6.25%
GOOG210115P01215000,2020-09-22,10:41AM,EDT,"1,215.00",32.20,0.00,0.00,0.00,-,2,0,6.25%
GOOG210115P01220000,2020-09-22,3:07PM,EDT,"1,220.00",34.00,0.00,0.00,0.00,-,14,0,6.25%
GOOG210115P01225000,2020-09-21,10:33AM,EDT,"1,225.00",43.40,0.00,0.00,0.00,-,10,0,6.25%
GOOG210115P01230000,2020-09-21,10:33AM,EDT,"1,230.00",43.40,0.00,0.00,0.00,-,13,0,6.25%
GOOG210115P01235000,2020-09-21,10:34AM,EDT,"1,235.00",45.90,0.00,0.00,0.00,-,10,0,6.25%
GOOG210115P01240000,2020-09-21,11:49AM,EDT,"1,240.00",46.50,0.00,0.00,0.00,-,30,0,6.25%
GOOG210115P01245000,2020-09-21,10:36AM,EDT,"1,245.00",49.00,0.00,0.00,0.00,-,20,0,6.25%
GOOG210115P01250000,2020-09-21,3:11PM,EDT,"1,250.00",46.95,0.00,0.00,0.00,-,60,0,6.25%
GOOG210115P01255000,2020-09-21,10:42AM,EDT,"1,255.00",52.40,0.00,0.00,0.00,-,20,0,6.25%
GOOG210115P01260000,2020-09-21,1:28PM,EDT,"1,260.00",47.50,0.00,0.00,0.00,-,70,0,6.25%
GOOG210115P01265000,2020-09-21,1:37PM,EDT,"1,265.00",48.90,0.00,0.00,0.00,-,20,0,6.25%
GOOG210115P01270000,2020-09-21,1:38PM,EDT,"1,270.00",49.90,0.00,0.00,0.00,-,20,0,6.25%
GOOG210115P01275000,2020-09-03,2:23PM,EDT,"1,275.00",39.20,0.00,0.00,0.00,-,4,0,6.25%
GOOG210115P01280000,2020-09-22,12:03PM,EDT,"1,280.00",49.00,0.00,0.00,0.00,-,2,0,6.25%
GOOG210115P01285000,2020-09-21,1:51PM,EDT,"1,285.00",55.90,0.00,0.00,0.00,-,20,0,3.13%
GOOG210115P01290000,2020-09-22,3:20PM,EDT,"1,290.00",50.20,0.00,0.00,0.00,-,12,0,3.13%
GOOG210115P01295000,2020-09-22,12:00PM,EDT,"1,295.00",54.20,0.00,0.00,0.00,-,2,0,3.13%
GOOG210115P01300000,2020-09-22,11:59AM,EDT,"1,300.00",55.70,0.00,0.00,0.00,-,2,0,3.13%
GOOG210115P01305000,2020-09-21,2:56PM,EDT,"1,305.00",64.50,0.00,0.00,0.00,-,7,0,3.13%
GOOG210115P01310000,2020-09-18,12:44PM,EDT,"1,310.00",56.10,0.00,0.00,0.00,-,1,0,3.13%
GOOG210115P01315000,2020-09-01,11:51AM,EDT,"1,315.00",40.10,0.00,0.00,0.00,-,1,0,3.13%
GOOG210115P01320000,2020-09-21,11:52AM,EDT,"1,320.00",71.00,0.00,0.00,0.00,-,2,0,3.13%
GOOG210115P01325000,2020-09-11,11:10AM,EDT,"1,325.00",74.00,0.00,0.00,0.00,-,1,0,3.13%
