0,1,2,3,4,5,6,7,8,9,10,11,12
GOOG210618C00520000,2020-08-28,1:19PM,EDT,520.00,"1,125.40",0.00,0.00,0.00,-,4,0,0.00%
GOOG210618C00540000,2020-07-09,8:13PM,EDT,540.00,595.00,"1,010.70","1,019.80",0.00,-,3,5,128.94%
GOOG210618C00560000,2020-08-24,10:26AM,EDT,560.00,"1,037.50",0.00,0.00,0.00,-,2,0,0.00%
GOOG210618C00580000,2020-07-01,12:59PM,EDT,580.00,860.73,902.00,912.00,0.00,-,4,2,77.10%
GOOG210618C00600000,2020-08-03,11:35AM,EDT,600.00,878.00,"1,127.00","1,137.00",0.00,-,2,11,205.27%
GOOG210618C00640000,2020-07-09,8:13PM,EDT,640.00,642.04,913.10,921.50,0.00,-,2,2,111.15%
GOOG210618C00680000,2020-07-09,8:13PM,EDT,680.00,863.46,874.60,884.00,0.00,-,1,1,105.46%
GOOG210618C00700000,2020-09-18,1:04PM,EDT,700.00,761.69,0.00,0.00,0.00,-,1,0,0.00%
GOOG210618C00720000,2020-07-09,8:13PM,EDT,720.00,405.00,836.20,845.10,0.00,-,-,1,99.84%
GOOG210618C00800000,2020-07-09,8:13PM,EDT,800.00,648.83,759.60,768.00,0.00,-,1,18,89.68%
GOOG210618C00820000,2020-07-09,8:13PM,EDT,820.00,419.14,739.50,749.00,0.00,-,2,1,87.16%
GOOG210618C00840000,2020-07-09,8:13PM,EDT,840.00,516.90,722.50,731.30,0.00,-,1,8,85.54%
GOOG210618C00860000,2020-07-09,8:13PM,EDT,860.00,317.50,704.00,713.70,0.00,-,1,8,83.67%
GOOG210618C00880000,2020-07-09,8:13PM,EDT,880.00,422.50,684.60,692.70,0.00,-,1,3,81.07%
GOOG210618C00900000,2020-09-15,12:40PM,EDT,900.00,662.24,0.00,0.00,0.00,-,1,0,0.00%
GOOG210618C00920000,2020-07-06,9:41AM,EDT,920.00,581.92,576.50,584.50,0.00,-,2,4,50.12%
GOOG210618C00940000,2020-07-09,8:13PM,EDT,940.00,241.54,629.50,639.10,0.00,-,-,1,75.69%
GOOG210618C00960000,2020-07-09,8:13PM,EDT,960.00,228.48,611.20,619.60,0.00,-,1,2,73.68%
GOOG210618C00980000,2020-09-09,1:53PM,EDT,980.00,602.00,0.00,0.00,0.00,-,2,0,0.00%
GOOG210618C01000000,2020-07-29,1:47PM,EDT,"1,000.00",552.00,664.30,673.00,0.00,-,1,36,96.88%
GOOG210618C01020000,2020-07-09,8:13PM,EDT,"1,020.00",224.00,559.70,566.70,0.00,-,4,12,69.20%
GOOG210618C01040000,2020-08-04,11:08AM,EDT,"1,040.00",467.60,639.00,649.00,0.00,-,2,46,95.67%
GOOG210618C01060000,2020-08-05,1:06PM,EDT,"1,060.00",457.70,570.00,579.50,0.00,-,1,21,79.29%
GOOG210618C01080000,2020-08-06,2:18PM,EDT,"1,080.00",459.33,553.50,563.00,0.00,-,1,20,77.79%
GOOG210618C01100000,2020-09-18,9:36AM,EDT,"1,100.00",427.50,0.00,0.00,0.00,-,1,0,0.00%
GOOG210618C01110000,2020-07-24,3:49PM,EDT,"1,110.00",446.53,503.00,512.50,0.00,-,1,5,68.69%
GOOG210618C01120000,2020-09-03,12:30PM,EDT,"1,120.00",574.00,0.00,0.00,0.00,-,1,0,0.00%
GOOG210618C01130000,2020-08-18,3:47PM,EDT,"1,130.00",469.77,404.50,414.00,0.00,-,2,11,46.41%
GOOG210618C01140000,2020-08-19,1:30PM,EDT,"1,140.00",468.90,365.50,375.00,0.00,-,1,5,36.90%
GOOG210618C01150000,2020-08-26,11:57AM,EDT,"1,150.00",519.80,0.00,0.00,0.00,-,10,0,0.00%
GOOG210618C01155000,2020-08-21,2:55PM,EDT,"1,155.00",474.31,354.00,363.50,0.00,-,1,5,36.73%
GOOG210618C01160000,2020-07-09,8:13PM,EDT,"1,160.00",319.81,438.50,446.70,0.00,-,10,23,59.17%
GOOG210618C01165000,2020-08-25,11:00AM,EDT,"1,165.00",483.19,0.00,0.00,0.00,-,1,0,0.00%
GOOG210618C01170000,2020-06-22,3:23PM,EDT,"1,170.00",348.00,444.00,453.10,0.00,-,1,21,62.14%
