0,1,2,3,4,5,6,7,8,9,10,11,12
AMD210917C00025000,2020-08-14,12:05PM,EDT,25.00,57.25,56.90,59.55,0.00,-,1,4,132.89%
AMD210917C00030000,2020-09-01,3:29PM,EDT,30.00,63.30,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00035000,2020-07-29,9:50AM,EDT,35.00,42.71,51.25,52.75,0.00,-,1,12,125.90%
AMD210917C00040000,2020-09-22,1:08PM,EDT,40.00,40.15,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00045000,2020-09-18,1:13PM,EDT,45.00,32.70,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00050000,2020-09-11,9:56AM,EDT,50.00,30.40,0.00,0.00,0.00,-,11,0,0.00%
AMD210917C00052500,2020-09-04,11:08AM,EDT,52.50,33.00,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00055000,2020-09-17,12:54PM,EDT,55.00,27.10,0.00,0.00,0.00,-,20,0,0.00%
AMD210917C00057500,2020-09-08,11:06AM,EDT,57.50,27.00,0.00,0.00,0.00,-,3,0,0.00%
AMD210917C00060000,2020-09-22,10:17AM,EDT,60.00,24.15,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00062500,2020-09-08,9:41AM,EDT,62.50,23.45,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00065000,2020-09-18,12:36PM,EDT,65.00,20.48,0.00,0.00,0.00,-,4,0,0.00%
AMD210917C00067500,2020-09-10,11:07AM,EDT,67.50,24.66,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00070000,2020-09-21,12:22PM,EDT,70.00,19.70,0.00,0.00,0.00,-,1,0,0.00%
AMD210917C00072500,2020-09-22,11:00AM,EDT,72.50,17.50,0.00,0.00,0.00,-,4,0,0.00%
AMD210917C00075000,2020-09-22,3:02PM,EDT,75.00,18.35,0.00,0.00,0.00,-,10,0,0.00%
AMD210917C00077500,2020-09-21,3:57PM,EDT,77.50,17.00,0.00,0.00,0.00,-,17,0,0.00%
AMD210917C00080000,2020-09-22,2:02PM,EDT,80.00,15.85,0.00,0.00,0.00,-,5,0,0.78%
AMD210917C00082500,2020-09-18,12:21PM,EDT,82.50,13.03,0.00,0.00,0.00,-,9,0,1.56%
AMD210917C00085000,2020-09-18,9:48AM,EDT,85.00,13.00,0.00,0.00,0.00,-,2,0,1.56%
AMD210917C00087500,2020-09-22,3:52PM,EDT,87.50,13.62,0.00,0.00,0.00,-,5,0,3.13%
AMD210917C00090000,2020-09-22,12:28PM,EDT,90.00,11.90,0.00,0.00,0.00,-,6,0,3.13%
AMD210917C00092500,2020-09-18,3:39PM,EDT,92.50,11.13,0.00,0.00,0.00,-,2,0,3.13%
AMD210917C00095000,2020-09-21,12:50PM,EDT,95.00,10.97,0.00,0.00,0.00,-,2,0,6.25%
AMD210917C00097500,2020-09-11,2:11PM,EDT,97.50,10.25,0.00,0.00,0.00,-,1,0,6.25%
AMD210917C00100000,2020-09-22,3:26PM,EDT,100.00,10.00,0.00,0.00,0.00,-,2,0,6.25%
AMD210917C00105000,2020-09-22,10:55AM,EDT,105.00,8.10,0.00,0.00,0.00,-,20,0,6.25%
AMD210917C00110000,2020-09-21,3:03PM,EDT,110.00,7.84,0.00,0.00,0.00,-,5,0,6.25%
AMD210917C00115000,2020-09-22,11:37AM,EDT,115.00,6.74,0.00,0.00,0.00,-,1,0,6.25%
AMD210917C00120000,2020-09-22,11:37AM,EDT,120.00,6.03,0.00,0.00,0.00,-,1,0,12.50%
AMD210917C00125000,2020-09-18,1:49PM,EDT,125.00,5.10,0.00,0.00,0.00,-,88,0,12.50%
AMD210917C00130000,2020-09-18,3:54PM,EDT,130.00,4.85,0.00,0.00,0.00,-,1,0,12.50%
AMD210917C00135000,2020-09-18,3:34PM,EDT,135.00,4.25,0.00,0.00,0.00,-,8,0,12.50%
AMD210917C00140000,2020-09-22,2:35PM,EDT,140.00,4.05,0.00,0.00,0.00,-,10,0,12.50%
