0,1,2,3,4,5,6,7,8,9,10,11,12
BA201023P00100000,2020-09-21,1:24PM,EDT,100.00,0.44,0.00,0.00,0.00,-,10,0,25.00%
BA201023P00115000,2020-09-22,12:08PM,EDT,115.00,0.51,0.00,0.00,0.00,-,3,0,25.00%
BA201023P00120000,2020-09-22,3:06PM,EDT,120.00,0.69,0.00,0.00,0.00,-,59,0,25.00%
BA201023P00125000,2020-09-22,3:06PM,EDT,125.00,1.03,0.00,0.00,0.00,-,50,0,12.50%
BA201023P00130000,2020-09-22,3:57PM,EDT,130.00,1.49,0.00,0.00,0.00,-,16,0,12.50%
BA201023P00135000,2020-09-22,3:30PM,EDT,135.00,2.50,0.00,0.00,0.00,-,113,0,12.50%
BA201023P00140000,2020-09-22,3:57PM,EDT,140.00,3.62,0.00,0.00,0.00,-,84,0,6.25%
BA201023P00145000,2020-09-22,3:41PM,EDT,145.00,5.03,0.00,0.00,0.00,-,21,0,6.25%
BA201023P00146000,2020-09-22,10:44AM,EDT,146.00,5.55,0.00,0.00,0.00,-,5,0,6.25%
BA201023P00147000,2020-09-22,1:15PM,EDT,147.00,5.75,0.00,0.00,0.00,-,9,0,6.25%
BA201023P00148000,2020-09-21,3:39PM,EDT,148.00,6.48,0.00,0.00,0.00,-,2,0,6.25%
BA201023P00149000,2020-09-22,3:02PM,EDT,149.00,6.55,0.00,0.00,0.00,-,11,0,3.13%
BA201023P00150000,2020-09-22,3:22PM,EDT,150.00,7.05,0.00,0.00,0.00,-,63,0,3.13%
BA201023P00152500,2020-09-22,2:20PM,EDT,152.50,8.07,0.00,0.00,0.00,-,16,0,3.13%
BA201023P00155000,2020-09-22,2:53PM,EDT,155.00,9.35,0.00,0.00,0.00,-,19,0,0.78%
BA201023P00157500,2020-09-22,10:18AM,EDT,157.50,9.60,0.00,0.00,0.00,-,5,0,0.00%
BA201023P00160000,2020-09-22,3:43PM,EDT,160.00,12.02,0.00,0.00,0.00,-,42,0,0.00%
BA201023P00162500,2020-09-22,10:51AM,EDT,162.50,14.00,0.00,0.00,0.00,-,2,0,0.00%
BA201023P00165000,2020-09-21,9:34AM,EDT,165.00,14.82,0.00,0.00,0.00,-,2,0,0.00%
BA201023P00167500,2020-09-15,2:42PM,EDT,167.50,12.85,0.00,0.00,0.00,-,17,0,0.00%
BA201023P00170000,2020-09-22,3:26PM,EDT,170.00,18.35,0.00,0.00,0.00,-,4,0,0.00%
BA201023P00172500,2020-09-22,3:16PM,EDT,172.50,20.65,0.00,0.00,0.00,-,2,0,0.00%
BA201023P00177500,2020-09-14,9:53AM,EDT,177.50,20.60,0.00,0.00,0.00,-,6,0,0.00%
BA201023P00185000,2020-09-18,3:06PM,EDT,185.00,26.84,0.00,0.00,0.00,-,1,0,0.00%
BA201023P00187500,2020-09-11,9:59AM,EDT,187.50,33.68,0.00,0.00,0.00,-,1,0,0.00%
BA201023P00190000,2020-09-18,10:15AM,EDT,190.00,35.04,0.00,0.00,0.00,-,14,0,0.00%
BA201023P00195000,2020-09-21,12:01AM,EDT,195.00,39.46,0.00,0.00,0.00,-,14,0,0.00%
BA201023P00200000,2020-09-17,11:11AM,EDT,200.00,36.80,0.00,0.00,0.00,-,-,0,0.00%
BA201023P00205000,2020-09-21,11:41AM,EDT,205.00,51.15,0.00,0.00,0.00,-,5,0,0.00%
BA201023P00215000,2020-09-21,12:01AM,EDT,215.00,50.86,0.00,0.00,0.00,-,-,0,0.00%
BA201023P00220000,2020-09-21,12:01AM,EDT,220.00,59.07,0.00,0.00,0.00,-,-,0,0.00%
BA201023P00225000,2020-09-21,12:01AM,EDT,225.00,58.76,0.00,0.00,0.00,-,-,0,0.00%
BA201023P00230000,2020-09-21,12:01AM,EDT,230.00,69.50,0.00,0.00,0.00,-,-,0,0.00%
BA201023P00235000,2020-09-08,12:25PM,EDT,235.00,71.61,0.00,0.00,0.00,-,30,0,0.00%
