0,1,2,3,4,5,6,7,8,9,10,11,12
BA220617C00050000,2020-09-22,2:37PM,EDT,50.00,110.20,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00055000,2020-08-07,10:39AM,EDT,55.00,119.30,118.00,123.00,0.00,-,1,196,119.56%
BA220617C00065000,2020-08-07,3:42PM,EDT,65.00,110.32,109.55,113.90,0.00,-,15,31,106.29%
BA220617C00070000,2020-09-15,2:28PM,EDT,70.00,101.60,0.00,0.00,0.00,-,20,0,0.00%
BA220617C00075000,2020-09-10,1:02PM,EDT,75.00,94.40,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00080000,2020-09-18,11:35AM,EDT,80.00,92.55,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00085000,2020-09-21,2:36PM,EDT,85.00,82.00,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00090000,2020-09-14,9:42AM,EDT,90.00,82.00,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00095000,2020-09-09,1:33PM,EDT,95.00,80.65,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00100000,2020-09-22,2:50PM,EDT,100.00,71.90,0.00,0.00,0.00,-,6,0,0.00%
BA220617C00105000,2020-09-22,1:26PM,EDT,105.00,68.21,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00110000,2020-09-16,2:11PM,EDT,110.00,75.25,0.00,0.00,0.00,-,2,0,0.00%
BA220617C00125000,2020-09-21,10:31AM,EDT,125.00,55.75,0.00,0.00,0.00,-,2,0,0.00%
BA220617C00135000,2020-09-22,11:32AM,EDT,135.00,51.69,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00140000,2020-09-22,10:34AM,EDT,140.00,50.20,0.00,0.00,0.00,-,2,0,0.00%
BA220617C00145000,2020-09-14,2:47PM,EDT,145.00,54.00,0.00,0.00,0.00,-,1,0,0.00%
BA220617C00150000,2020-09-22,2:38PM,EDT,150.00,46.00,0.00,0.00,0.00,-,30,0,0.00%
BA220617C00155000,2020-09-22,1:49PM,EDT,155.00,43.80,0.00,0.00,0.00,-,2,0,0.00%
BA220617C00160000,2020-09-22,1:54PM,EDT,160.00,42.32,0.00,0.00,0.00,-,21,0,0.39%
BA220617C00170000,2020-09-22,12:24PM,EDT,170.00,38.08,0.00,0.00,0.00,-,3,0,1.56%
BA220617C00175000,2020-09-21,3:46PM,EDT,175.00,36.35,0.00,0.00,0.00,-,20,0,1.56%
BA220617C00180000,2020-09-22,2:41PM,EDT,180.00,35.04,0.00,0.00,0.00,-,7,0,3.13%
BA220617C00190000,2020-09-22,3:44PM,EDT,190.00,32.00,0.00,0.00,0.00,-,14,0,3.13%
BA220617C00195000,2020-09-11,11:45AM,EDT,195.00,30.27,0.00,0.00,0.00,-,10,0,3.13%
BA220617C00200000,2020-09-22,3:57PM,EDT,200.00,29.35,0.00,0.00,0.00,-,9,0,3.13%
BA220617C00205000,2020-09-22,10:40AM,EDT,205.00,28.15,0.00,0.00,0.00,-,1,0,3.13%
BA220617C00210000,2020-09-21,12:05PM,EDT,210.00,26.33,0.00,0.00,0.00,-,2,0,6.25%
BA220617C00215000,2020-09-21,10:27AM,EDT,215.00,24.50,0.00,0.00,0.00,-,1,0,6.25%
BA220617C00220000,2020-09-22,2:17PM,EDT,220.00,24.18,0.00,0.00,0.00,-,11,0,6.25%
BA220617C00225000,2020-09-11,1:42PM,EDT,225.00,25.06,0.00,0.00,0.00,-,10,0,6.25%
BA220617C00230000,2020-09-22,2:57PM,EDT,230.00,22.50,0.00,0.00,0.00,-,39,0,6.25%
BA220617C00235000,2020-09-21,11:29AM,EDT,235.00,21.05,0.00,0.00,0.00,-,1,0,6.25%
BA220617C00240000,2020-09-22,12:24PM,EDT,240.00,20.02,0.00,0.00,0.00,-,3,0,6.25%
BA220617C00245000,2020-09-18,1:59PM,EDT,245.00,21.80,0.00,0.00,0.00,-,11,0,6.25%
BA220617C00250000,2020-09-22,2:17PM,EDT,250.00,18.50,0.00,0.00,0.00,-,39,0,6.25%
BA220617C00255000,2020-09-18,1:43PM,EDT,255.00,17.85,0.00,0.00,0.00,-,6,0,6.25%
BA220617C00260000,2020-09-22,3:45PM,EDT,260.00,17.50,0.00,0.00,0.00,-,1,0,6.25%
BA220617C00275000,2020-09-21,10:32AM,EDT,275.00,14.95,0.00,0.00,0.00,-,2,0,6.25%
BA220617C00280000,2020-09-22,12:00PM,EDT,280.00,14.50,0.00,0.00,0.00,-,4,0,6.25%
BA220617C00285000,2020-09-22,12:00PM,EDT,285.00,14.03,0.00,0.00,0.00,-,4,0,6.25%
BA220617C00290000,2020-09-21,12:34PM,EDT,290.00,13.40,0.00,0.00,0.00,-,23,0,12.50%
BA220617C00295000,2020-09-22,9:36AM,EDT,295.00,12.30,0.00,0.00,0.00,-,1,0,12.50%
BA220617C00300000,2020-09-22,3:55PM,EDT,300.00,13.00,0.00,0.00,0.00,-,4,0,12.50%
BA220617C00310000,2020-09-18,3:49PM,EDT,310.00,12.50,0.00,0.00,0.00,-,1,0,12.50%
BA220617C00320000,2020-09-22,12:17PM,EDT,320.00,11.00,0.00,0.00,0.00,-,1,0,12.50%
BA220617C00330000,2020-09-22,3:25PM,EDT,330.00,10.10,0.00,0.00,0.00,-,6,0,12.50%
BA220617C00340000,2020-09-22,3:25PM,EDT,340.00,9.45,0.00,0.00,0.00,-,12,0,12.50%
