0,1,2,3,4,5,6,7,8,9,10,11,12
AXP201009P00085000,2020-09-22,2:53PM,EDT,85.00,0.38,0.00,0.00,0.00,-,68,0,12.50%
AXP201009P00090000,2020-09-22,3:56PM,EDT,90.00,0.78,0.00,0.00,0.00,-,75,0,12.50%
AXP201009P00091000,2020-09-22,3:36PM,EDT,91.00,0.95,0.00,0.00,0.00,-,11,0,6.25%
AXP201009P00092000,2020-09-22,2:14PM,EDT,92.00,1.14,0.00,0.00,0.00,-,5,0,6.25%
AXP201009P00093000,2020-09-22,3:36PM,EDT,93.00,1.33,0.00,0.00,0.00,-,20,0,6.25%
AXP201009P00093500,2020-09-22,3:36PM,EDT,93.50,1.46,0.00,0.00,0.00,-,20,0,6.25%
AXP201009P00094000,2020-09-22,12:28PM,EDT,94.00,2.11,0.00,0.00,0.00,-,12,0,6.25%
AXP201009P00094500,2020-09-22,12:26PM,EDT,94.50,2.31,0.00,0.00,0.00,-,19,0,6.25%
AXP201009P00095000,2020-09-22,1:20PM,EDT,95.00,2.32,0.00,0.00,0.00,-,14,0,3.13%
AXP201009P00095500,2020-09-22,12:54PM,EDT,95.50,2.74,0.00,0.00,0.00,-,11,0,3.13%
AXP201009P00096000,2020-09-22,1:18PM,EDT,96.00,2.78,0.00,0.00,0.00,-,16,0,3.13%
AXP201009P00096500,2020-09-22,1:10PM,EDT,96.50,3.10,0.00,0.00,0.00,-,19,0,3.13%
AXP201009P00097000,2020-09-22,1:20PM,EDT,97.00,3.20,0.00,0.00,0.00,-,12,0,1.56%
AXP201009P00097500,2020-09-22,2:44PM,EDT,97.50,2.92,0.00,0.00,0.00,-,22,0,1.56%
AXP201009P00098000,2020-09-22,2:44PM,EDT,98.00,3.17,0.00,0.00,0.00,-,9,0,0.78%
AXP201009P00098500,2020-09-22,2:24PM,EDT,98.50,3.50,0.00,0.00,0.00,-,1,0,0.00%
AXP201009P00099000,2020-09-22,2:53PM,EDT,99.00,3.71,0.00,0.00,0.00,-,6,0,0.00%
AXP201009P00099500,2020-09-22,9:37AM,EDT,99.50,3.70,0.00,0.00,0.00,-,6,0,0.00%
AXP201009P00100000,2020-09-22,1:18PM,EDT,100.00,5.10,0.00,0.00,0.00,-,1,0,0.00%
AXP201009P00101000,2020-09-21,2:55PM,EDT,101.00,5.82,0.00,0.00,0.00,-,3,0,0.00%
AXP201009P00102000,2020-09-21,10:41AM,EDT,102.00,6.83,0.00,0.00,0.00,-,23,0,0.00%
AXP201009P00103000,2020-09-21,9:43AM,EDT,103.00,6.25,0.00,0.00,0.00,-,50,0,0.00%
AXP201009P00104000,2020-09-21,9:38AM,EDT,104.00,6.95,0.00,0.00,0.00,-,2,0,0.00%
AXP201009P00105000,2020-09-18,12:34PM,EDT,105.00,3.55,0.00,0.00,0.00,-,14,0,0.00%
AXP201009P00106000,2020-09-21,3:13PM,EDT,106.00,9.43,0.00,0.00,0.00,-,2,0,0.00%
AXP201009P00107000,2020-09-21,3:04PM,EDT,107.00,10.54,0.00,0.00,0.00,-,2,0,0.00%
AXP201009P00108000,2020-09-21,12:12AM,EDT,108.00,4.25,0.00,0.00,0.00,-,-,0,0.00%
AXP201009P00109000,2020-09-16,9:43AM,EDT,109.00,5.96,0.00,0.00,0.00,-,1,0,0.00%
AXP201009P00110000,2020-09-03,11:23AM,EDT,110.00,8.45,0.00,0.00,0.00,-,1,0,0.00%
