0,1,2,3,4,5,6,7,8,9,10,11,12
AIG210115P00005000,2020-07-24,10:16AM,EDT,5.00,0.05,0.01,0.05,0.00,-,2,285,131.25%
AIG210115P00010000,2020-09-11,3:54PM,EDT,10.00,0.07,0.00,0.00,0.00,-,1,0,50.00%
AIG210115P00013000,2020-08-05,11:44AM,EDT,13.00,0.28,0.02,0.48,0.00,-,5,"1,046",86.91%
AIG210115P00015000,2020-09-21,2:28PM,EDT,15.00,0.15,0.00,0.00,0.00,-,117,0,25.00%
AIG210115P00018000,2020-09-16,3:58PM,EDT,18.00,0.29,0.00,0.00,0.00,-,13,0,12.50%
AIG210115P00020000,2020-09-22,3:42PM,EDT,20.00,0.60,0.00,0.00,0.00,-,859,0,12.50%
AIG210115P00023000,2020-09-22,1:43PM,EDT,23.00,1.26,0.00,0.00,0.00,-,93,0,6.25%
AIG210115P00025000,2020-09-22,3:20PM,EDT,25.00,1.92,0.00,0.00,0.00,-,247,0,3.13%
AIG210115P00028000,2020-09-22,3:20PM,EDT,28.00,3.35,0.00,0.00,0.00,-,207,0,0.00%
AIG210115P00030000,2020-09-22,2:43PM,EDT,30.00,4.60,0.00,0.00,0.00,-,86,0,0.00%
AIG210115P00033000,2020-09-17,3:01PM,EDT,33.00,6.80,0.00,0.00,0.00,-,19,0,0.00%
AIG210115P00035000,2020-09-21,12:04PM,EDT,35.00,8.91,0.00,0.00,0.00,-,2,0,0.00%
AIG210115P00038000,2020-09-18,2:55PM,EDT,38.00,10.20,0.00,0.00,0.00,-,1,0,0.00%
AIG210115P00040000,2020-09-22,10:47AM,EDT,40.00,13.00,0.00,0.00,0.00,-,1,0,0.00%
AIG210115P00042000,2020-09-14,3:59PM,EDT,42.00,13.70,0.00,0.00,0.00,-,1,0,0.00%
AIG210115P00045000,2020-09-18,2:55PM,EDT,45.00,16.90,0.00,0.00,0.00,-,1,0,0.00%
AIG210115P00047000,2020-09-17,2:47PM,EDT,47.00,18.40,0.00,0.00,0.00,-,1,0,0.00%
AIG210115P00050000,2020-09-14,1:00PM,EDT,50.00,21.00,0.00,0.00,0.00,-,9,0,0.00%
AIG210115P00052500,2020-07-13,9:30AM,EDT,52.50,23.55,20.00,21.85,0.00,-,1,"4,095",0.00%
AIG210115P00057500,2020-06-19,12:29PM,EDT,57.50,26.00,23.95,27.65,0.00,-,5,256,0.00%
AIG210115P00060000,2020-06-25,10:47AM,EDT,60.00,29.80,28.45,31.20,0.00,-,10,259,0.00%
AIG210115P00062500,2020-07-09,8:09PM,EDT,62.50,12.15,29.00,33.00,0.00,-,34,46,0.00%
AIG210115P00065000,2020-07-09,8:09PM,EDT,65.00,12.09,32.10,34.80,0.00,-,10,27,0.00%
AIG210115P00070000,2020-07-09,8:09PM,EDT,70.00,17.20,39.20,41.65,0.00,-,2,2,0.00%
AIG210115P00075000,2020-07-09,8:09PM,EDT,75.00,21.05,44.25,46.55,0.00,-,9,6,0.00%
AIG210115P00080000,2020-07-09,8:09PM,EDT,80.00,28.65,46.50,49.95,0.00,-,2,0,0.00%
AIG210115P00085000,2019-06-10,12:04AM,EDT,85.00,31.05,0.00,0.00,0.00,-,0,0,0.00%
