0,1,2,3,4,5,6,7,8,9,10,11,12
AIG201023C00022000,2020-09-16,12:47PM,EDT,22.00,7.83,0.00,0.00,0.00,-,25,0,0.00%
AIG201023C00027000,2020-09-22,11:32AM,EDT,27.00,1.43,0.00,0.00,0.00,-,24,0,0.00%
AIG201023C00029000,2020-09-22,3:19PM,EDT,29.00,0.70,0.00,0.00,0.00,-,20,0,6.25%
AIG201023C00030000,2020-09-22,12:43PM,EDT,30.00,0.44,0.00,0.00,0.00,-,9,0,6.25%
AIG201023C00031000,2020-09-22,9:48AM,EDT,31.00,0.33,0.00,0.00,0.00,-,12,0,12.50%
AIG201023C00032000,2020-09-21,10:35AM,EDT,32.00,0.16,0.00,0.00,0.00,-,1,0,12.50%
AIG201023C00033000,2020-09-18,1:02PM,EDT,33.00,0.26,0.00,0.00,0.00,-,17,0,12.50%
AIG201023C00034000,2020-09-18,1:23PM,EDT,34.00,0.16,0.00,0.00,0.00,-,3,0,25.00%
AIG201023C00035000,2020-09-15,11:34AM,EDT,35.00,0.16,0.00,0.00,0.00,-,1,0,25.00%
AIG201023C00036000,2020-09-10,1:13PM,EDT,36.00,0.09,0.00,0.00,0.00,-,-,0,25.00%
