0,1,2,3,4,5,6,7,8,9,10,11,12
COF201023C00070000,2020-09-16,11:35AM,EDT,70.00,7.70,0.00,0.00,0.00,-,4,0,0.10%
COF201023C00070500,2020-09-11,1:32PM,EDT,70.50,4.55,0.00,0.00,0.00,-,8,0,0.78%
COF201023C00071000,2020-09-11,10:34AM,EDT,71.00,4.00,0.00,0.00,0.00,-,20,0,1.56%
COF201023C00071500,2020-09-21,3:14PM,EDT,71.50,4.00,0.00,0.00,0.00,-,1,0,1.56%
COF201023C00072000,2020-09-22,10:23AM,EDT,72.00,3.02,0.00,0.00,0.00,-,17,0,3.13%
COF201023C00072500,2020-09-21,9:48AM,EDT,72.50,4.55,0.00,0.00,0.00,-,3,0,3.13%
COF201023C00073000,2020-09-21,12:38PM,EDT,73.00,3.85,0.00,0.00,0.00,-,6,0,3.13%
COF201023C00073500,2020-09-21,1:44PM,EDT,73.50,3.45,0.00,0.00,0.00,-,9,0,3.13%
COF201023C00074000,2020-09-21,1:44PM,EDT,74.00,3.25,0.00,0.00,0.00,-,9,0,6.25%
COF201023C00074500,2020-09-15,1:28PM,EDT,74.50,3.93,0.00,0.00,0.00,-,13,0,6.25%
COF201023C00075000,2020-09-22,10:23AM,EDT,75.00,2.28,0.00,0.00,0.00,-,2,0,6.25%
COF201023C00076000,2020-09-17,11:42AM,EDT,76.00,4.53,0.00,0.00,0.00,-,5,0,6.25%
COF201023C00077000,2020-09-21,3:13PM,EDT,77.00,2.22,0.00,0.00,0.00,-,4,0,6.25%
COF201023C00078000,2020-09-21,12:00AM,EDT,78.00,3.95,0.00,0.00,0.00,-,-,0,6.25%
COF201023C00079000,2020-09-21,12:00AM,EDT,79.00,3.55,0.00,0.00,0.00,-,-,0,12.50%
COF201023C00080000,2020-09-21,1:12PM,EDT,80.00,1.83,0.00,0.00,0.00,-,153,0,12.50%
COF201023C00081000,2020-09-21,1:34PM,EDT,81.00,1.35,0.00,0.00,0.00,-,105,0,12.50%
COF201023C00082000,2020-09-21,12:00AM,EDT,82.00,2.57,0.00,0.00,0.00,-,-,0,12.50%
COF201023C00083000,2020-09-21,12:03PM,EDT,83.00,1.03,0.00,0.00,0.00,-,5,0,12.50%
COF201023C00085000,2020-09-22,10:00AM,EDT,85.00,0.82,0.00,0.00,0.00,-,2,0,12.50%
COF201023C00090000,2020-09-21,12:11PM,EDT,90.00,0.65,0.00,0.00,0.00,-,9,0,25.00%
COF201023C00095000,2020-09-21,3:52PM,EDT,95.00,0.48,0.00,0.00,0.00,-,2,0,25.00%
