0,1,2,3,4,5,6,7,8,9,10,11,12
AMZN201218C01600000,2020-09-21,12:11AM,EDT,"1,600.00","1,507.43",0.00,0.00,0.00,-,-,0,0.00%
AMZN201218C01940000,2020-09-11,11:17AM,EDT,"1,940.00","1,252.45",0.00,0.00,0.00,-,1,0,0.00%
AMZN201218C01960000,2020-09-21,2:56PM,EDT,"1,960.00",956.80,0.00,0.00,0.00,-,6,0,0.00%
AMZN201218C01980000,2020-09-21,2:56PM,EDT,"1,980.00",938.01,0.00,0.00,0.00,-,6,0,0.00%
AMZN201218C02000000,2020-09-21,3:37PM,EDT,"2,000.00","1,058.87",0.00,0.00,0.00,-,2,0,0.00%
AMZN201218C02050000,2020-09-09,10:15AM,EDT,"2,050.00","1,205.81",0.00,0.00,0.00,-,-,0,0.00%
AMZN201218C02100000,2020-09-17,3:41PM,EDT,"2,100.00",964.65,0.00,0.00,0.00,-,2,0,0.00%
AMZN201218C02150000,2020-09-04,9:56AM,EDT,"2,150.00",900.20,0.00,0.00,0.00,-,2,0,0.00%
AMZN201218C02200000,2020-09-22,2:15PM,EDT,"2,200.00",938.33,0.00,0.00,0.00,-,16,0,0.00%
AMZN201218C02300000,2020-09-21,10:10AM,EDT,"2,300.00",663.00,0.00,0.00,0.00,-,1,0,0.00%
AMZN201218C02400000,2020-09-18,2:03PM,EDT,"2,400.00",605.12,0.00,0.00,0.00,-,5,0,0.00%
AMZN201218C02450000,2020-09-22,10:37AM,EDT,"2,450.00",665.90,0.00,0.00,0.00,-,3,0,0.00%
AMZN201218C02500000,2020-09-04,11:08AM,EDT,"2,500.00",499.26,0.00,0.00,0.00,-,1,0,0.00%
AMZN201218C02510000,2020-09-21,12:11AM,EDT,"2,510.00",531.55,0.00,0.00,0.00,-,-,0,0.00%
AMZN201218C02520000,2020-09-22,1:03PM,EDT,"2,520.00",630.50,0.00,0.00,0.00,-,2,0,0.00%
AMZN201218C02540000,2020-08-24,12:02AM,EDT,"2,540.00",807.20,0.00,0.00,0.00,-,-,0,0.00%
AMZN201218C02600000,2020-09-22,1:03PM,EDT,"2,600.00",569.14,0.00,0.00,0.00,-,3,0,0.00%
AMZN201218C02610000,2020-09-21,12:11AM,EDT,"2,610.00",512.80,0.00,0.00,0.00,-,-,0,0.00%
AMZN201218C02630000,2020-09-03,11:56AM,EDT,"2,630.00",861.98,0.00,0.00,0.00,-,-,0,0.00%
AMZN201218C02650000,2020-09-21,12:12AM,EDT,"2,650.00",423.35,0.00,0.00,0.00,-,-,0,0.00%
