0
"['AMZN210115P00720000', '2020-09-22', '12:19PM', 'EDT', '720.00', '0.18', '0.00', '0.00', '0.00', '-', '7', '0', '50.00%']"
"['AMZN210115P00740000', '2020-09-21', '1:13PM', 'EDT', '740.00', '0.29', '0.00', '0.00', '0.00', '-', '265', '0', '50.00%']"
"['AMZN210115P00750000', '2020-09-22', '12:19PM', 'EDT', '750.00', '0.20', '0.00', '0.00', '0.00', '-', '9', '0', '50.00%']"
"['AMZN210115P00760000', '2020-09-14', '3:29PM', 'EDT', '760.00', '0.55', '0.00', '0.00', '0.00', '-', '6', '0', '50.00%']"
"['AMZN210115P00770000', '2020-09-14', '3:29PM', 'EDT', '770.00', '0.55', '0.00', '0.00', '0.00', '-', '2', '0', '50.00%']"
"['AMZN210115P00780000', '2020-09-14', '3:29PM', 'EDT', '780.00', '0.55', '0.00', '0.00', '0.00', '-', '1', '0', '50.00%']"
"['AMZN210115P00790000', '2020-09-14', '3:29PM', 'EDT', '790.00', '0.29', '0.00', '0.00', '0.00', '-', '2', '0', '50.00%']"
"['AMZN210115P00800000', '2020-09-17', '10:29AM', 'EDT', '800.00', '0.15', '0.00', '0.00', '0.00', '-', '2', '0', '50.00%']"
"['AMZN210115P00810000', '2020-09-22', '3:29PM', 'EDT', '810.00', '0.43', '0.00', '0.00', '0.00', '-', '50', '0', '50.00%']"
"['AMZN210115P00820000', '2020-09-22', '3:29PM', 'EDT', '820.00', '0.48', '0.00', '0.00', '0.00', '-', '50', '0', '50.00%']"
"['AMZN210115P00830000', '2020-09-21', '11:59AM', 'EDT', '830.00', '0.35', '0.00', '0.00', '0.00', '-', '3', '0', '50.00%']"
"['AMZN210115P00840000', '2020-09-10', '2:38PM', 'EDT', '840.00', '0.76', '0.00', '0.00', '0.00', '-', '7', '0', '50.00%']"
"['AMZN210115P00850000', '2020-09-10', '2:37PM', 'EDT', '850.00', '0.82', '0.00', '0.00', '0.00', '-', '4', '0', '50.00%']"
"['AMZN210115P00860000', '2020-09-21', '11:59AM', 'EDT', '860.00', '0.20', '0.00', '0.00', '0.00', '-', '16', '0', '50.00%']"
"['AMZN210115P00870000', '2020-08-11', '11:15AM', 'EDT', '870.00', '0.47', '0.00', '1.50', '0.00', '-', '4', '125', '83.81%']"
"['AMZN210115P00880000', '2020-09-22', '10:39AM', 'EDT', '880.00', '0.48', '0.00', '0.00', '0.00', '-', '4', '0', '50.00%']"
"['AMZN210115P00890000', '2020-07-20', '2:11PM', 'EDT', '890.00', '0.74', '0.03', '1.34', '0.00', '-', '2', '777', '81.62%']"
"['AMZN210115P00900000', '2020-09-21', '2:48PM', 'EDT', '900.00', '0.37', '0.00', '0.00', '0.00', '-', '4', '0', '50.00%']"
"['AMZN210115P00910000', '2020-09-09', '3:22PM', 'EDT', '910.00', '0.65', '0.00', '0.00', '0.00', '-', '2', '0', '50.00%']"
"['AMZN210115P00920000', '2020-08-05', '9:51AM', 'EDT', '920.00', '0.82', '1.31', '3.75', '0.00', '-', '20', '127', '91.98%']"
"['AMZN210115P00930000', '2020-09-04', '1:41PM', 'EDT', '930.00', '2.00', '0.00', '0.00', '0.00', '-', '1', '0', '50.00%']"
"['AMZN210115P00940000', '2020-09-16', '1:37PM', 'EDT', '940.00', '0.65', '0.00', '0.00', '0.00', '-', '5', '0', '50.00%']"
"['AMZN210115P00950000', '2020-09-16', '1:37PM', 'EDT', '950.00', '0.66', '0.00', '0.00', '0.00', '-', '5', '0', '25.00%']"
"['AMZN210115P00960000', '2020-09-17', '9:51AM', 'EDT', '960.00', '0.85', '0.00', '0.00', '0.00', '-', '1', '0', '25.00%']"
"['AMZN210115P00970000', '2020-09-17', '3:08PM', 'EDT', '970.00', '0.59', '0.00', '0.00', '0.00', '-', '2', '0', '25.00%']"
"['AMZN210115P00980000', '2020-09-22', '9:37AM', 'EDT', '980.00', '0.30', '0.00', '0.00', '0.00', '-', '170', '0', '25.00%']"
"['AMZN210115P00990000', '2020-09-14', '3:26PM', 'EDT', '990.00', '0.83', '0.00', '0.00', '0.00', '-', '3', '0', '25.00%']"
"['AMZN210115P01000000', '2020-09-22', '1:35PM', 'EDT', '1,000.00', '0.33', '0.00', '0.00', '0.00', '-', '202', '0', '25.00%']"
"['AMZN210115P01010000', '2020-09-11', '3:07PM', 'EDT', '1,010.00', '0.46', '0.00', '0.00', '0.00', '-', '5', '0', '25.00%']"
"['AMZN210115P01020000', '2020-09-21', '3:48PM', 'EDT', '1,020.00', '0.35', '0.00', '0.00', '0.00', '-', '2', '0', '25.00%']"
"['AMZN210115P01040000', '2020-09-10', '2:39PM', 'EDT', '1,040.00', '1.18', '0.00', '0.00', '0.00', '-', '14', '0', '25.00%']"
"['AMZN210115P01060000', '2020-07-20', '9:30AM', 'EDT', '1,060.00', '2.00', '0.45', '1.75', '0.00', '-', '5', '401', '74.24%']"
"['AMZN210115P01080000', '2020-09-22', '10:24AM', 'EDT', '1,080.00', '0.43', '0.00', '0.00', '0.00', '-', '302', '0', '25.00%']"
"['AMZN210115P01100000', '2020-09-22', '1:38PM', 'EDT', '1,100.00', '0.40', '0.00', '0.00', '0.00', '-', '32', '0', '25.00%']"
"['AMZN210115P01120000', '2020-09-22', '3:59PM', 'EDT', '1,120.00', '0.37', '0.00', '0.00', '0.00', '-', '253', '0', '25.00%']"
"['AMZN210115P01140000', '2020-07-31', '9:32AM', 'EDT', '1,140.00', '1.90', '1.29', '3.05', '0.00', '-', '1', '182', '75.16%']"
"['AMZN210115P01160000', '2020-09-21', '10:34AM', 'EDT', '1,160.00', '1.40', '0.00', '0.00', '0.00', '-', '4', '0', '25.00%']"
"['AMZN210115P01180000', '2020-09-11', '1:10PM', 'EDT', '1,180.00', '2.00', '0.00', '0.00', '0.00', '-', '2', '0', '25.00%']"
"['AMZN210115P01200000', '2020-09-22', '1:37PM', 'EDT', '1,200.00', '0.55', '0.00', '0.00', '0.00', '-', '12', '0', '25.00%']"
"['AMZN210115P01220000', '2020-09-21', '3:50PM', 'EDT', '1,220.00', '1.10', '0.00', '0.00', '0.00', '-', '11', '0', '25.00%']"
"['AMZN210115P01240000', '2020-09-21', '3:59PM', 'EDT', '1,240.00', '0.90', '0.00', '0.00', '0.00', '-', '6', '0', '25.00%']"
"['AMZN210115P01250000', '2020-09-22', '10:11AM', 'EDT', '1,250.00', '0.95', '0.00', '0.00', '0.00', '-', '13', '0', '25.00%']"
"['AMZN210115P01260000', '2020-09-22', '10:11AM', 'EDT', '1,260.00', '0.85', '0.00', '0.00', '0.00', '-', '5', '0', '25.00%']"
"['AMZN210115P01270000', '2020-09-22', '10:07AM', 'EDT', '1,270.00', '0.85', '0.00', '0.00', '0.00', '-', '4', '0', '25.00%']"
"['AMZN210115P01280000', '2020-09-22', '10:10AM', 'EDT', '1,280.00', '0.85', '0.00', '0.00', '0.00', '-', '4', '0', '25.00%']"
"['AMZN210115P01290000', '2020-09-08', '9:36AM', 'EDT', '1,290.00', '6.77', '0.00', '0.00', '0.00', '-', '6', '0', '25.00%']"
"['AMZN210115P01300000', '2020-09-22', '1:36PM', 'EDT', '1,300.00', '0.80', '0.00', '0.00', '0.00', '-', '7', '0', '25.00%']"
"['AMZN210115P01310000', '2020-09-22', '9:50AM', 'EDT', '1,310.00', '1.00', '0.00', '0.00', '0.00', '-', '2', '0', '25.00%']"
"['AMZN210115P01320000', '2020-09-22', '12:53PM', 'EDT', '1,320.00', '1.00', '0.00', '0.00', '0.00', '-', '5', '0', '25.00%']"
"['AMZN210115P01330000', '2020-09-22', '3:30PM', 'EDT', '1,330.00', '1.10', '0.00', '0.00', '0.00', '-', '4', '0', '25.00%']"
"['AMZN210115P01340000', '2020-09-22', '3:28PM', 'EDT', '1,340.00', '1.15', '0.00', '0.00', '0.00', '-', '3', '0', '25.00%']"
"['AMZN210115P01350000', '2020-09-22', '1:17PM', 'EDT', '1,350.00', '1.13', '0.00', '0.00', '0.00', '-', '54', '0', '25.00%']"
"['AMZN210115P01360000', '2020-09-22', '1:17PM', 'EDT', '1,360.00', '1.00', '0.00', '0.00', '0.00', '-', '22', '0', '25.00%']"
