0,1,2,3,4,5,6,7,8,9,10,11,12
ALB201218P00030000,2020-08-26,9:37AM,EDT,30.00,0.19,0.00,0.00,0.00,-,3,0,50.00%
ALB201218P00035000,2020-09-02,9:30AM,EDT,35.00,0.10,0.00,0.00,0.00,-,27,0,50.00%
ALB201218P00040000,2020-08-10,9:36AM,EDT,40.00,0.05,0.00,0.65,0.00,-,10,44,94.53%
ALB201218P00045000,2020-09-16,11:02AM,EDT,45.00,0.19,0.00,0.00,0.00,-,20,0,25.00%
ALB201218P00050000,2020-09-17,9:30AM,EDT,50.00,0.42,0.00,0.00,0.00,-,1,0,25.00%
ALB201218P00055000,2020-09-18,1:54PM,EDT,55.00,0.45,0.00,0.00,0.00,-,1,0,25.00%
ALB201218P00060000,2020-09-21,12:49PM,EDT,60.00,0.95,0.00,0.00,0.00,-,1,0,25.00%
ALB201218P00065000,2020-09-16,2:14PM,EDT,65.00,0.90,0.00,0.00,0.00,-,11,0,12.50%
ALB201218P00070000,2020-09-21,3:08PM,EDT,70.00,1.90,0.00,0.00,0.00,-,2,0,12.50%
ALB201218P00075000,2020-09-21,11:38AM,EDT,75.00,3.10,0.00,0.00,0.00,-,20,0,12.50%
ALB201218P00080000,2020-09-21,12:52PM,EDT,80.00,4.10,0.00,0.00,0.00,-,8,0,6.25%
ALB201218P00085000,2020-09-18,12:55PM,EDT,85.00,5.90,0.00,0.00,0.00,-,12,0,6.25%
ALB201218P00090000,2020-09-22,10:59AM,EDT,90.00,6.90,0.00,0.00,0.00,-,12,0,3.13%
ALB201218P00095000,2020-09-22,11:21AM,EDT,95.00,9.50,0.00,0.00,0.00,-,15,0,0.20%
ALB201218P00100000,2020-09-18,12:25PM,EDT,100.00,12.10,0.00,0.00,0.00,-,1,0,0.00%
ALB201218P00105000,2020-09-21,12:09AM,EDT,105.00,12.20,0.00,0.00,0.00,-,-,0,0.00%
