0,1,2,3,4,5,6,7,8,9,10,11,12
ALXN201120P00060000,2020-09-22,9:43AM,EDT,60.00,0.38,0.00,0.00,0.00,-,18,0,25.00%
ALXN201120P00065000,2020-09-14,9:30AM,EDT,65.00,1.08,0.00,0.00,0.00,-,2,0,25.00%
ALXN201120P00070000,2020-09-22,9:43AM,EDT,70.00,0.48,0.00,0.00,0.00,-,18,0,25.00%
ALXN201120P00075000,2020-09-22,12:11PM,EDT,75.00,0.20,0.00,0.00,0.00,-,2,0,25.00%
ALXN201120P00080000,2020-08-31,9:33AM,EDT,80.00,1.00,0.00,0.00,0.00,-,1,0,25.00%
ALXN201120P00085000,2020-09-15,12:57PM,EDT,85.00,0.70,0.00,0.00,0.00,-,101,0,12.50%
ALXN201120P00090000,2020-09-22,2:07PM,EDT,90.00,1.00,0.00,0.00,0.00,-,2,0,12.50%
ALXN201120P00095000,2020-09-21,2:12PM,EDT,95.00,2.75,0.00,0.00,0.00,-,35,0,12.50%
ALXN201120P00100000,2020-09-21,2:25PM,EDT,100.00,4.20,0.00,0.00,0.00,-,65,0,6.25%
ALXN201120P00105000,2020-09-22,12:12PM,EDT,105.00,5.00,0.00,0.00,0.00,-,4,0,6.25%
ALXN201120P00110000,2020-09-22,3:20PM,EDT,110.00,6.70,0.00,0.00,0.00,-,1,0,3.13%
ALXN201120P00115000,2020-09-22,2:22PM,EDT,115.00,9.20,0.00,0.00,0.00,-,257,0,0.00%
ALXN201120P00120000,2020-09-15,3:32PM,EDT,120.00,12.80,0.00,0.00,0.00,-,175,0,0.00%
ALXN201120P00130000,2020-08-31,9:52AM,EDT,130.00,19.50,0.00,0.00,0.00,-,100,0,0.00%
ALXN201120P00140000,2020-08-27,12:02PM,EDT,140.00,34.80,0.00,0.00,0.00,-,2,0,0.00%
ALXN201120P00145000,2020-07-09,8:18PM,EDT,145.00,33.60,39.70,40.90,0.00,-,-,2,105.74%
ALXN201120P00160000,2020-07-09,8:18PM,EDT,160.00,46.10,52.70,57.20,0.00,-,-,10,121.08%
ALXN201120P00165000,2020-07-09,8:18PM,EDT,165.00,51.80,57.50,62.20,0.00,-,-,10,125.62%
ALXN201120P00170000,2020-07-28,2:54PM,EDT,170.00,64.77,63.20,64.60,0.00,-,27,0,124.60%
