0,1,2,3,4,5,6,7,8,9,10,11,12
BMY200925P00040000,2020-09-03,12:36PM,EDT,40.00,0.03,0.00,0.00,0.00,-,36,0,50.00%
BMY200925P00045000,2020-09-21,12:03AM,EDT,45.00,0.01,-,0.00,0.00,-,-,0,50.00%
BMY200925P00050000,2020-09-21,1:51PM,EDT,50.00,0.02,0.00,0.00,0.00,-,151,0,50.00%
BMY200925P00053000,2020-09-21,3:16PM,EDT,53.00,0.02,0.00,0.00,0.00,-,15,0,25.00%
BMY200925P00054000,2020-09-22,11:44AM,EDT,54.00,0.02,0.00,0.00,0.00,-,225,0,25.00%
BMY200925P00055000,2020-09-22,3:27PM,EDT,55.00,0.03,0.00,0.00,0.00,-,18,0,25.00%
BMY200925P00056000,2020-09-22,3:17PM,EDT,56.00,0.05,0.00,0.00,0.00,-,19,0,12.50%
BMY200925P00057000,2020-09-22,3:34PM,EDT,57.00,0.12,0.00,0.00,0.00,-,455,0,12.50%
BMY200925P00059000,2020-09-22,3:12PM,EDT,59.00,0.67,0.00,0.00,0.00,-,51,0,0.00%
BMY200925P00060000,2020-09-22,3:59PM,EDT,60.00,1.35,0.00,0.00,0.00,-,46,0,0.00%
BMY200925P00061000,2020-09-22,11:34AM,EDT,61.00,2.95,0.00,0.00,0.00,-,34,0,0.00%
BMY200925P00062000,2020-09-18,2:46PM,EDT,62.00,5.06,0.00,0.00,0.00,-,5,0,0.00%
BMY200925P00063000,2020-09-21,10:12AM,EDT,63.00,5.18,0.00,0.00,0.00,-,1,0,0.00%
BMY200925P00064000,2020-09-03,11:20AM,EDT,64.00,3.85,0.00,0.00,0.00,-,2,0,0.00%
BMY200925P00065000,2020-09-21,11:09AM,EDT,65.00,7.50,0.00,0.00,0.00,-,5,0,0.00%
BMY200925P00066000,2020-09-22,3:50PM,EDT,66.00,7.29,0.00,0.00,0.00,-,3,0,0.00%
