0,1,2,3,4,5,6,7,8,9,10,11,12
AAP201016C00090000,2020-09-01,2:12PM,EDT,90.00,67.00,0.00,0.00,0.00,-,-,0,0.00%
AAP201016C00110000,2020-08-25,10:20AM,EDT,110.00,44.90,0.00,0.00,0.00,-,-,0,0.00%
AAP201016C00130000,2020-09-22,12:17PM,EDT,130.00,19.10,0.00,0.00,0.00,-,10,0,0.00%
AAP201016C00135000,2020-08-31,2:54PM,EDT,135.00,23.80,0.00,0.00,0.00,-,4,0,0.00%
AAP201016C00140000,2020-09-21,2:37PM,EDT,140.00,11.35,0.00,0.00,0.00,-,1,0,0.00%
AAP201016C00145000,2020-09-22,3:40PM,EDT,145.00,8.21,0.00,0.00,0.00,-,232,0,0.00%
AAP201016C00150000,2020-09-22,3:40PM,EDT,150.00,5.22,0.00,0.00,0.00,-,441,0,0.00%
AAP201016C00155000,2020-09-22,3:06PM,EDT,155.00,2.85,0.00,0.00,0.00,-,179,0,3.13%
AAP201016C00160000,2020-09-22,3:13PM,EDT,160.00,1.50,0.00,0.00,0.00,-,92,0,6.25%
AAP201016C00165000,2020-09-22,3:42PM,EDT,165.00,0.80,0.00,0.00,0.00,-,167,0,6.25%
AAP201016C00170000,2020-09-22,3:52PM,EDT,170.00,0.35,0.00,0.00,0.00,-,7,0,12.50%
AAP201016C00175000,2020-09-18,3:09PM,EDT,175.00,0.69,0.00,0.00,0.00,-,10,0,12.50%
AAP201016C00180000,2020-09-22,10:45AM,EDT,180.00,0.25,0.00,0.00,0.00,-,2,0,12.50%
AAP201016C00185000,2020-09-08,1:58PM,EDT,185.00,0.50,0.00,0.00,0.00,-,2,0,12.50%
AAP201016C00190000,2020-09-22,10:59AM,EDT,190.00,0.12,0.00,0.00,0.00,-,1,0,25.00%
AAP201016C00195000,2020-09-16,11:22AM,EDT,195.00,0.10,0.00,0.00,0.00,-,2,0,25.00%
