0,1,2,3,4,5,6,7,8,9,10,11,12
ALK201016P00012500,2020-09-03,9:30AM,EDT,12.50,0.05,0.00,0.00,0.00,-,10,0,50.00%
ALK201016P00015000,2020-09-10,2:57PM,EDT,15.00,0.07,0.00,0.00,0.00,-,2,0,50.00%
ALK201016P00017500,2020-08-28,9:33AM,EDT,17.50,0.05,0.00,0.00,0.00,-,2,0,50.00%
ALK201016P00020000,2020-09-22,2:51PM,EDT,20.00,0.08,0.00,0.00,0.00,-,3,0,50.00%
ALK201016P00022500,2020-09-10,9:30AM,EDT,22.50,0.08,0.00,0.00,0.00,-,15,0,50.00%
ALK201016P00025000,2020-09-21,12:54PM,EDT,25.00,0.10,0.00,0.00,0.00,-,1,0,50.00%
ALK201016P00027500,2020-09-22,3:09PM,EDT,27.50,0.15,0.00,0.00,0.00,-,18,0,25.00%
ALK201016P00030000,2020-09-22,3:52PM,EDT,30.00,0.24,0.00,0.00,0.00,-,5,0,25.00%
ALK201016P00032500,2020-09-22,3:49PM,EDT,32.50,0.43,0.00,0.00,0.00,-,22,0,12.50%
ALK201016P00035000,2020-09-22,3:51PM,EDT,35.00,0.95,0.00,0.00,0.00,-,49,0,6.25%
ALK201016P00037500,2020-09-22,11:31AM,EDT,37.50,2.05,0.00,0.00,0.00,-,22,0,1.56%
ALK201016P00040000,2020-09-22,1:34PM,EDT,40.00,3.36,0.00,0.00,0.00,-,63,0,0.00%
ALK201016P00042500,2020-09-21,10:05AM,EDT,42.50,5.50,0.00,0.00,0.00,-,86,0,0.00%
ALK201016P00045000,2020-09-21,10:10AM,EDT,45.00,7.35,0.00,0.00,0.00,-,2,0,0.00%
ALK201016P00047500,2020-09-16,3:27PM,EDT,47.50,5.60,0.00,0.00,0.00,-,1,0,0.00%
ALK201016P00050000,2020-09-18,10:45AM,EDT,50.00,12.13,0.00,0.00,0.00,-,1,0,0.00%
ALK201016P00052500,2020-08-12,10:03AM,EDT,52.50,14.20,0.00,0.00,0.00,-,2,17,0.00%
ALK201016P00055000,2020-07-09,8:15PM,EDT,55.00,13.40,19.50,20.40,0.00,-,14,8,191.16%
ALK201016P00057500,2020-09-22,3:24PM,EDT,57.50,19.54,0.00,0.00,0.00,-,2,0,0.00%
ALK201016P00060000,2020-07-09,1:09PM,EDT,60.00,25.19,23.20,23.70,0.00,-,11,36,162.35%
ALK201016P00062500,2020-07-09,8:15PM,EDT,62.50,37.06,24.70,26.00,0.00,-,5,15,144.73%
ALK201016P00065000,2020-07-29,11:46AM,EDT,65.00,30.56,24.20,25.10,0.00,-,1,0,0.00%
ALK201016P00067500,2020-07-09,8:15PM,EDT,67.50,33.65,29.60,31.70,0.00,-,5,7,174.41%
ALK201016P00070000,2020-07-09,8:15PM,EDT,70.00,29.20,34.40,33.90,0.00,-,-,10,221.58%
